strategy,lead_pct_below_sma20,x_return,y_return,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,trading_costs_total,funding_costs_total,tier2_entries,tier3_entries,lead_only_days,guard_blocked_days,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,simulation
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3394264846276325,0.25912352854641557,3.434142067222944,-0.22209596257453892,1661.5739793978933,303,3095.7862947516633,110.82194737804284,2,1,0,795,42.579365079365076,16.746031746031743,19.960317460317462,20.714285714285715,103
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.34599398157352046,0.27941526743492856,3.2872497141170687,-0.25726834182978375,1741.88918351826,317,2841.9298720381794,124.60202331363293,2,1,266,615,35.43650793650794,16.746031746031743,23.84920634920635,23.96825396825397,103
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.31340907960477504,0.2846335167012717,3.1767107803892114,-0.25726834182978503,1375.0064537005203,320,2655.52958343521,112.9054938358171,3,1,266,634,35.11904761904761,16.03174603174603,26.23015873015873,22.61904761904762,103
Original strict SMA20,0.0,0.25,0.3333333333333333,0.40197153869055113,0.2815107703883659,3.4156761046441124,-0.23051453894368046,2581.0952861525925,260,7650.962827771138,377.7158193966886,3,2,0,847,41.11111111111111,12.222222222222221,14.880952380952381,31.785714285714285,104
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3581019544875401,0.3033563867921725,3.1750989638869256,-0.25053507602825953,1899.1332551060693,270,6156.77039018302,338.2725644983333,3,2,226,667,33.96825396825397,12.5,16.825396825396826,36.7063492063492,104
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.33952554701663007,0.3007215557128694,3.2765681416794483,-0.2505350760282593,1662.760341955957,282,5809.5401499364825,307.30478094063136,2,3,226,700,33.17460317460317,10.714285714285714,19.603174603174605,36.507936507936506,104
Original strict SMA20,0.0,0.25,0.3333333333333333,0.47768723098320165,0.3086354456110502,3.1840960190585794,-0.2679341435307923,4288.083325261755,263,7900.283911896463,329.2996223700321,1,2,0,681,40.51587301587302,26.46825396825397,0.15873015873015872,32.857142857142854,105
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.622012683050831,0.3523341226602808,2.9574981604521824,-0.31237469454837724,10540.29489478378,238,19739.269342674976,1045.6472254583546,5,2,253,567,33.92857142857143,16.825396825396826,10.873015873015873,38.37301587301587,105
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.5905010785217755,0.32032093420721264,3.0599789493342775,-0.2372105822954243,8722.163181667034,238,16830.870662605976,870.698344017003,5,5,253,640,32.301587301587304,11.626984126984127,30.873015873015873,25.198412698412696,105
Original strict SMA20,0.0,0.25,0.3333333333333333,0.444604361359886,0.2981473502274185,3.2184354792132415,-0.3366020134866401,3446.3541263310117,293,5841.873816668142,191.9728468230547,2,2,0,707,41.19047619047619,22.5,9.96031746031746,26.34920634920635,106
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.4271145662140263,0.3121901831425423,3.1578839762027324,-0.40227418331033626,3064.1196064301953,305,4813.501081546712,183.71974095917983,2,2,278,548,34.88095238095238,22.5,11.587301587301587,31.03174603174603,106
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.44195203869258415,0.30616388081642854,3.243003754162582,-0.40318821463360016,3385.769883415884,310,4808.9854227315645,167.49857731470027,3,3,278,597,34.20634920634921,15.793650793650793,24.365079365079364,25.634920634920633,106
Original strict SMA20,0.0,0.25,0.3333333333333333,0.49655483380885834,0.25311168803477446,2.995757643302319,-0.2679341435307923,4846.641569128735,266,4625.668396069125,110.13843596386045,5,1,0,358,35.79365079365079,42.182539682539684,18.29365079365079,3.7301587301587302,107
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.5315655129639181,0.29375371674348216,2.907118299642867,-0.3452363017225734,6058.492819600999,270,8929.369252223118,412.23719309398444,4,2,224,382,31.944444444444443,35.476190476190474,21.666666666666668,10.912698412698413,107
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.510360487453815,0.23368759310163278,3.4422756819106803,-0.23665400473013956,5295.76383292099,269,6840.931978720978,237.22389457511895,4,2,224,382,31.46825396825397,34.76190476190476,31.547619047619047,2.2222222222222223,107
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2784076571780185,0.2495715422450605,3.688420885916409,-0.40189894676705484,1059.480858940122,278,5306.96415240606,187.55372238929243,2,2,0,886,42.1031746031746,20.555555555555554,7.5396825396825395,29.8015873015873,108
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.2913945099308042,0.2762072073203911,3.2555641674671,-0.3620090691752206,1168.0368542146773,270,3875.0121511040334,191.25634938779118,2,2,261,681,33.96825396825397,20.555555555555554,9.682539682539684,35.79365079365079,108
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.29165342718393505,0.2702932829781821,3.349289940154332,-0.36201940397049603,1170.2989144248008,270,3902.557916719476,194.74383370446296,3,2,261,702,33.25396825396825,15.119047619047619,19.603174603174605,32.02380952380952,108
Original strict SMA20,0.0,0.25,0.3333333333333333,0.40085249577796067,0.1919217799891877,3.564086152929784,-0.12593357616596715,2561.2808590982927,268,2522.7553450883825,29.099562063360178,3,0,0,314,33.96825396825397,44.166666666666664,21.865079365079364,0.0,109
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.4512724901286642,0.19879958090277527,3.4904643413658767,-0.16777402556259435,3602.9824563591897,253,3389.867659098602,45.060120651511156,3,0,219,241,31.071428571428573,43.80952380952381,25.11904761904762,0.0,109
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.4910347941263238,0.21438284685190145,3.5105424348056857,-0.19270686000567813,4676.840511981222,251,4664.9602704704475,95.12765878091962,3,0,219,302,29.761904761904763,35.91269841269841,34.32539682539682,0.0,109
Original strict SMA20,0.0,0.25,0.3333333333333333,0.32031157264769927,0.23337196806910385,3.4306600567644168,-0.2564391537458854,1446.3528357210357,289,2892.5765463131497,90.93683011899327,2,1,0,542,34.72222222222222,33.13492063492063,13.492063492063492,18.650793650793652,110
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3866744484018245,0.26013820868043896,2.929456656674058,-0.2348784143533583,2321.776621273871,253,3196.8947728699995,157.9189099982534,2,1,252,401,29.246031746031747,33.41269841269841,16.03174603174603,21.30952380952381,110
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.40411222990070117,0.2559231270350844,3.017457324442851,-0.19901716321603716,2619.382856126144,250,3270.47327504406,150.10853755822828,3,2,252,440,28.095238095238095,28.373015873015873,27.61904761904762,15.912698412698411,110
Original strict SMA20,0.0,0.25,0.3333333333333333,0.32065712396561064,0.22618495584201143,3.5814140641249126,-0.2960388806630124,1450.0102231533479,300,2217.0093464785514,65.62075712171465,1,2,0,501,38.37301587301587,31.944444444444443,1.6269841269841272,28.055555555555557,111
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.35643214749903596,0.25192917320732827,3.464814656517704,-0.23729818404553005,1876.7176914557128,294,2819.8853993807675,97.54743851508942,3,2,238,483,33.01587301587301,23.015873015873016,12.738095238095237,31.23015873015873,111
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.30746381703854264,0.23416017344391504,3.3006350461877445,-0.23729818404553005,1316.1008831784027,281,2077.7227041475653,59.93961416354541,3,2,238,485,32.61904761904762,26.666666666666668,24.484126984126984,16.23015873015873,111
Original strict SMA20,0.0,0.25,0.3333333333333333,0.1648592679248828,0.23440492287986633,3.400328703248053,-0.3803084186095511,431.7529524069956,312,1377.34434936762,42.1277413595139,2,1,0,670,41.70634920634921,20.714285714285715,9.920634920634921,27.65873015873016,112
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.32701218191006864,0.2589823734246848,3.045615588840585,-0.24206012294183243,1518.7686099094324,256,3007.70269518946,117.76106158864312,2,1,294,499,34.92063492063492,20.714285714285715,11.984126984126984,32.38095238095238,112
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.343508204795528,0.2613399511290321,3.0671934995942545,-0.24206012294183243,1711.0898253991788,254,3188.6258546531485,125.93379862078079,2,2,294,507,34.64285714285714,17.976190476190474,15.0,32.38095238095238,112
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2222835713673028,0.20733503977545056,3.6424728610627226,-0.3611021187201914,686.950268083543,306,1803.9896666305763,35.84735216601717,3,2,0,744,42.817460317460316,23.333333333333332,23.69047619047619,10.158730158730158,113
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.20366855589693977,0.2275575354577623,3.143118225271669,-0.4092981794383273,592.3812696013449,296,1849.5664781355588,45.932135597329534,3,2,326,533,34.44444444444444,23.333333333333332,30.158730158730158,12.063492063492063,113
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.20255403184296727,0.20082271044700217,3.306102839372166,-0.26850869557513013,587.1088013767986,296,1783.3358972751846,44.67372739988512,3,2,326,547,34.48412698412698,22.1031746031746,39.920634920634924,3.492063492063492,113
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2689065340247312,0.1457552093453733,3.7400847988851327,-0.10831021506615035,985.8860726382798,314,1119.6675202182496,18.910385347350392,0,1,0,76,35.0,60.0,0.0,5.0,114
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.326369046747232,0.18238220961566834,3.3042605012495225,-0.21610442206887542,1511.6797303029505,283,1415.7324385826723,45.74576640999556,2,1,286,158,31.944444444444443,46.54761904761905,16.26984126984127,5.238095238095238,114
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.32915104581600496,0.19184869815920974,3.194353590909098,-0.21610442206887542,1542.558828005861,271,1736.8019098259222,45.39934009794605,2,1,286,207,31.11111111111111,41.07142857142857,24.563492063492063,3.2539682539682544,114
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3210488525629387,0.2603856396123579,3.6059359558606263,-0.2607251527874003,1454.1663847505413,293,3873.2761816212974,171.3826316081139,2,1,0,838,40.595238095238095,13.88888888888889,15.714285714285714,29.8015873015873,115
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3476292703711794,0.29289593400134417,3.3552589823667427,-0.29045470488104835,1762.420845773743,289,4695.737090163401,205.9819548748657,2,1,258,634,32.5,13.88888888888889,18.571428571428573,35.03968253968254,115
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.3554391694714025,0.2871414604909262,3.4118201597179953,-0.2904547048810486,1863.5006386949158,290,4934.333469483443,219.5293907875098,2,3,258,623,32.73809523809524,12.380952380952381,20.158730158730158,34.72222222222222,115
Original strict SMA20,0.0,0.25,0.3333333333333333,0.24900281104157052,0.16763704979741167,3.7945333011551154,-0.3633685083578691,846.3721884808658,315,1167.8017095233483,16.115703266700084,3,1,0,442,34.92063492063492,40.27777777777778,23.41269841269841,1.3888888888888888,116
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.28230442838687075,0.1793448630539668,3.437160529168231,-0.26926956254838336,1091.062180872783,287,1419.0643201482324,23.32164418707814,3,1,237,335,30.674603174603178,40.27777777777778,27.53968253968254,1.507936507936508,116
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.307534179849569,0.18825178434606724,3.426725471740654,-0.26926956254838336,1316.7845943512405,279,1684.1561878589036,30.757220572834104,3,1,237,351,29.96031746031746,34.523809523809526,34.007936507936506,1.507936507936508,116
Original strict SMA20,0.0,0.25,0.3333333333333333,0.34638759417766884,0.20114620066722802,3.986820567301604,-0.17866452258165352,1746.8114452415778,290,3758.8906434408773,124.25769891973643,5,1,0,688,37.857142857142854,24.563492063492063,27.500000000000004,10.079365079365079,117
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.40530371517788377,0.22196902625661352,3.6311622793520875,-0.2590850383197557,2640.9131181687867,268,4745.366485001598,210.41701670701949,5,1,263,490,29.841269841269842,24.08730158730159,34.20634920634921,11.865079365079364,117
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.42935674238252775,0.22287290995699544,3.6721416681584356,-0.2595720569362389,3110.8972881439304,266,5577.899645673208,240.6707680829498,5,1,263,521,29.563492063492063,18.88888888888889,44.24603174603175,7.301587301587302,117
Original strict SMA20,0.0,0.25,0.3333333333333333,0.23772014850127277,0.2829939015764378,3.308093398660903,-0.4743943317135991,775.4030882123344,314,3430.6296095644702,111.61991042704162,2,2,0,724,38.611111111111114,20.873015873015873,8.333333333333332,32.182539682539684,118
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3292447849181863,0.30248891670298816,2.7360577844245464,-0.3391934640721125,1543.6090704654266,262,2939.530397274,143.57879977434095,2,2,262,525,30.873015873015873,20.952380952380953,13.253968253968255,34.92063492063492,118
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.2924971089727131,0.2655280254257657,2.837216515791595,-0.2767221949117438,1177.6971081156341,269,2232.4595336710645,101.79796938163213,5,5,262,575,30.476190476190478,18.88888888888889,30.51587301587302,20.11904761904762,118
Original strict SMA20,0.0,0.25,0.3333333333333333,0.34050044891498277,0.200406594967252,3.9024682971280513,-0.19846062951634852,1674.4762522638498,314,2988.175455129076,95.36635321274275,4,1,0,592,41.19047619047619,28.53174603174603,20.357142857142858,9.920634920634921,119
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3835147540255537,0.2222050148507186,3.720404113180785,-0.23130745622345447,2271.2193928799675,312,3728.1139677924334,130.37961257521727,4,1,267,486,36.7063492063492,27.023809523809522,23.41269841269841,12.857142857142856,119
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.41391793901172025,0.22075333101816513,3.8821551938829657,-0.23130745622345406,2801.352527434011,308,4707.246442308521,150.22623067705422,4,1,267,555,35.43650793650794,19.126984126984127,38.92857142857143,6.507936507936509,119
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3427511612697889,0.23612078079050433,3.6895774588311974,-0.414898367883092,1701.8073469875637,287,3873.226595818132,81.81255818314993,5,2,0,868,43.73015873015873,12.182539682539682,34.08730158730159,10.0,120
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.4174719693900695,0.2519417961719016,3.3936261384768067,-0.3553593040960021,2870.0530503898135,253,4710.540285494268,145.17105915122423,5,2,237,675,36.07142857142857,12.3015873015873,39.44444444444444,12.182539682539682,120
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.41353512685577365,0.23714774619725434,3.567773857633687,-0.3553593040960021,2794.04131121164,260,4535.575064446409,144.59302464903192,4,2,237,680,36.547619047619044,11.428571428571429,41.94444444444444,10.079365079365079,120
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2200450084057577,0.2015175360636942,3.3621321310679155,-0.2344326924885247,674.9039717997347,281,1761.7879663442827,50.44280121589618,4,1,0,689,40.1984126984127,19.246031746031747,31.547619047619047,9.007936507936508,121
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.28952409318931105,0.2186451884354084,3.154941061565009,-0.25350046347019217,1151.8118200209067,263,2061.895711813261,82.79860857992783,4,1,282,483,32.02380952380952,18.61111111111111,38.492063492063494,10.873015873015873,121
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.30104794899428566,0.22043062654156378,3.2458398237646837,-0.25350046347019317,1255.079316736408,259,2325.690245358115,88.06047775602647,4,1,282,565,31.071428571428573,11.666666666666666,52.5,4.761904761904762,121
Original strict SMA20,0.0,0.25,0.3333333333333333,0.24641256513546494,0.2605795059442421,3.37440643365759,-0.42326148168035627,829.5835598725072,289,3314.018388604632,82.95379037132675,3,2,0,995,46.26984126984127,8.134920634920634,23.92857142857143,21.666666666666668,122
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.2546280577816653,0.25103210924732844,3.328836103700466,-0.5964250204451929,883.885343717534,270,4406.603492470468,131.53294495644016,3,2,278,692,37.10317460317461,8.452380952380953,29.444444444444446,25.0,122
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.24219931679069417,0.2739640094040705,3.0733997615494486,-0.5625699569781851,802.9123536199976,270,3855.0405303574753,114.18015296547763,3,3,278,799,36.19047619047619,5.158730158730158,38.730158730158735,19.92063492063492,122
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2184337557234548,0.29254960931513335,3.1936599931921763,-0.5599076626836541,666.3509598189407,331,1389.6327487384383,48.12801382105073,2,2,0,818,42.738095238095234,17.38095238095238,10.674603174603174,29.20634920634921,123
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.29397704155424065,0.32059747927259996,2.948574679030761,-0.4750952807754269,1190.7758736393748,305,1958.6434472678802,92.0565349570497,2,2,283,625,35.079365079365076,17.182539682539684,13.293650793650794,34.44444444444444,123
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.28450907141688453,0.2958600584569483,3.021053472887242,-0.4750952807754269,1109.3010285588387,305,1787.9397200327053,82.7556055835832,2,2,283,660,34.56349206349206,12.896825396825399,26.984126984126984,25.555555555555554,123
Original strict SMA20,0.0,0.25,0.3333333333333333,0.27560809573866063,0.17186545194373717,3.7944545743391465,-0.14090329864015558,1037.3003039784371,296,2051.6533486808016,51.31032548758229,4,1,0,453,33.611111111111114,37.73809523809524,25.833333333333336,2.8174603174603177,124
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3268118438074783,0.18555404308496304,3.5444005119688304,-0.23742099825566051,1516.5572187305565,278,2303.2817703162577,80.26352228664005,4,1,238,363,30.039682539682538,37.73809523809524,28.134920634920636,4.087301587301587,124
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.39534968961558437,0.2150245319490524,3.3913983748832273,-0.2374209982556603,2465.8145754866914,268,3416.3232487064147,132.12943481720254,4,1,238,404,29.00793650793651,29.8015873015873,37.10317460317461,4.087301587301587,124
Original strict SMA20,0.0,0.25,0.3333333333333333,0.1517631707768552,0.19385405826972799,3.504703700528301,-0.23615442427625288,387.12093018716104,319,1259.8057081534628,33.32783505606005,2,1,0,738,42.5,22.18253968253968,23.53174603174603,11.785714285714285,125
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.17726588019338374,0.22876600134172237,3.272238535534094,-0.21278575069771952,478.2336851493599,327,1489.998751863252,48.473219221997404,2,1,294,560,35.43650793650794,21.746031746031747,24.682539682539684,18.134920634920633,125
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.212941770138098,0.24161158375625913,3.3546346848912822,-0.20831227937356112,637.9229150240465,301,1956.2378065293328,72.50895684669393,2,1,294,658,32.73809523809524,10.396825396825397,38.730158730158735,18.134920634920633,125
Original strict SMA20,0.0,0.25,0.3333333333333333,0.23206168452255027,0.25557205134116423,3.3290547024301222,-0.5244372672274061,741.8602492703121,281,4154.546371022459,143.3354612397632,3,1,0,867,42.579365079365076,15.833333333333332,16.626984126984127,24.960317460317462,126
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.24657483147727,0.27724581004771354,3.0879610278329594,-0.40251289767866666,830.6264540234507,277,3675.022147938951,158.99070936712945,3,1,254,668,34.682539682539684,15.833333333333332,18.849206349206348,30.634920634920636,126
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.26531057463308017,0.27807381234469625,3.1678461345105897,-0.40400771663193974,959.2504357068267,280,4249.0824951835275,189.13253597522444,4,2,254,677,34.6031746031746,11.706349206349206,23.730158730158728,29.96031746031746,126
Original strict SMA20,0.0,0.25,0.3333333333333333,0.30687221729164427,0.2016688182399103,3.655283730820715,-0.3436921682067592,1310.3649176265187,287,2788.6544302987427,84.3137698673654,3,1,0,458,35.35714285714286,36.904761904761905,14.285714285714285,13.452380952380953,127
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.37508058408803846,0.23599185737032125,3.223675701519149,-0.3622440178261078,2141.0640538870753,262,3872.8173260627823,162.8773532593037,4,1,229,369,30.5952380952381,34.404761904761905,17.738095238095237,17.261904761904763,127
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.3765524109470568,0.2149463440787913,3.33597360390053,-0.2862178352883987,2163.283777630571,255,3629.380304129804,119.31138460796657,4,1,229,415,30.277777777777775,32.142857142857146,29.92063492063492,7.658730158730159,127
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3869391229805157,0.21045517769519115,3.4924704719066417,-0.3246574833902423,2326.057033820594,283,2606.47599596647,98.19559362796093,4,1,0,493,33.92857142857143,33.92857142857143,25.952380952380956,6.190476190476191,128
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3721370858852002,0.2244741531553096,3.2741967069141182,-0.23780613891900346,2097.239615601022,293,2750.4734741664356,108.83343617210383,4,1,261,339,28.333333333333332,34.8015873015873,29.761904761904763,7.103174603174603,128
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.4092220627506853,0.22353337165490988,3.3878877782667716,-0.20731925842024704,2712.841322585716,276,3112.2092776641307,128.60944846421614,3,1,261,404,27.26190476190476,26.42857142857143,45.3968253968254,0.9126984126984128,128
Original strict SMA20,0.0,0.25,0.3333333333333333,0.218143398374818,0.2536262850919987,3.200398221736214,-0.304295043446113,664.8200302683067,343,1656.5678339496337,28.118590557146383,2,1,0,606,41.785714285714285,29.841269841269842,11.706349206349206,16.666666666666664,129
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3272022167403492,0.2940371193431609,2.98863523467074,-0.2688619368226611,1520.868941361746,292,2900.88761271945,90.68160636465043,4,1,305,552,32.976190476190474,13.690476190476192,34.166666666666664,19.166666666666668,129
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.34155811554210835,0.2978484242633938,2.985314640894672,-0.2688619368226615,1687.2704291767577,291,2958.078963349447,100.74610292401488,3,1,305,620,32.261904761904766,9.007936507936508,44.761904761904766,13.968253968253968,129
Original strict SMA20,0.0,0.25,0.3333333333333333,0.41600776000282114,0.26858324646756876,3.1475901146769747,-0.28038944262751897,2841.568600085672,279,3730.4614118081313,71.43086553762005,3,2,0,469,35.43650793650794,34.32539682539682,12.53968253968254,17.6984126984127,130
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.4052895535511982,0.2727216718430543,2.8550727542961303,-0.33938465961020836,2640.6562874142846,263,2953.4476656786137,72.0652086082477,3,2,252,366,30.158730158730158,33.29365079365079,19.007936507936506,17.539682539682538,130
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.4152244035828254,0.2708659622106109,2.867754608114018,-0.3393846596102083,2826.4336214913183,258,2982.5534345849396,66.65800595481609,4,3,252,377,29.841269841269842,31.071428571428573,25.357142857142854,13.730158730158731,130
Original strict SMA20,0.0,0.25,0.3333333333333333,0.43099001182386676,0.2638028734817972,3.2175693178673144,-0.23285740469511648,3145.3734757567054,277,4967.238442946136,75.7990214814884,2,1,0,588,37.10317460317461,31.944444444444443,13.015873015873018,17.936507936507937,131
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.47846988857936235,0.2803973092949959,3.199194739786667,-0.24372831991905847,4310.052642593314,279,5949.45183938362,114.585404649175,2,1,239,446,31.46825396825397,31.944444444444443,14.96031746031746,21.626984126984127,131
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.5452746350603461,0.27523858375089943,3.4435481075225405,-0.24372831991905847,6602.594308084553,267,7834.6709679056985,120.73252384816296,2,1,239,521,30.833333333333336,24.325396825396826,23.69047619047619,21.150793650793652,131
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3057022775792384,0.3094114823816056,3.3058535621763827,-0.4280238966125165,1299.087480853695,319,3059.511634926414,79.09703247800478,2,1,0,830,41.74603174603175,14.722222222222223,7.738095238095238,35.79365079365079,132
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3668712334384896,0.33272372952880197,3.027923158988322,-0.5293355145271285,2020.8402593742119,297,3494.6931345968956,117.47624777897865,2,1,294,608,32.93650793650794,14.722222222222223,8.928571428571429,43.41269841269841,132
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.34334202000129954,0.3101951204246204,2.9396931393028005,-0.5293355145271278,1709.0482740209236,293,2908.1418154835587,80.70226343054195,3,4,294,593,33.214285714285715,17.658730158730158,24.00793650793651,25.11904761904762,132
Original strict SMA20,0.0,0.25,0.3333333333333333,0.2104917167700826,0.2613594829222474,3.6770156664805698,-0.2992870941476566,625.5952396406574,294,3188.001282391984,115.38626506391546,1,2,0,901,40.43650793650794,14.007936507936508,5.396825396825397,40.15873015873016,133
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.25076809743311657,0.3016612783166181,3.2054888744604364,-0.3913502084305388,857.9877046717456,270,4444.410317067969,212.83305174166838,1,2,263,680,30.634920634920636,9.285714285714286,10.595238095238095,49.48412698412699,133
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.22295481603799905,0.28079380482653205,3.1652390216090645,-0.3913502084305396,690.5997811572917,280,3308.086031631377,144.86313530409853,3,5,263,642,31.587301587301585,16.944444444444446,12.3015873015873,39.166666666666664,133
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3464877377204618,0.31631542136550717,3.171394844999568,-0.4093258203473065,1748.0657628042593,292,4501.583793520424,110.87782727263202,2,1,0,837,42.42063492063492,16.19047619047619,3.8095238095238098,37.579365079365076,134
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.3911710139949711,0.3424032115232228,2.970585071134828,-0.2903765907522738,2395.464296718936,274,5872.004823300084,202.41601457452208,2,1,276,691,33.611111111111114,11.587301587301587,10.03968253968254,44.761904761904766,134
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.3762688247048849,0.33425785952521203,2.969761948456494,-0.29037659075227323,2158.9865552484066,278,5189.614294239437,177.64531529147732,2,2,276,709,33.29365079365079,11.38888888888889,15.476190476190476,39.84126984126984,134
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3713502951814591,0.23372328061082748,3.6333173198618858,-0.2727768312808958,2085.6624631949603,274,3538.2875614699024,105.14569029292267,3,2,0,604,37.579365079365076,25.476190476190474,18.095238095238095,18.849206349206348,135
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.43721595260959956,0.25306610328057266,3.4961272874082434,-0.25923503938998066,3279.9583540216563,268,4781.066352367727,167.68678545123146,3,2,258,432,30.753968253968257,25.317460317460316,21.865079365079364,22.063492063492063,135
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.4157363980214268,0.24543720882647022,3.424414592148598,-0.25923503938998066,2836.317498273893,263,3888.4266353006965,140.87095431414312,3,2,258,489,30.357142857142854,22.341269841269842,35.1984126984127,12.103174603174603,135
Original strict SMA20,0.0,0.25,0.3333333333333333,0.3112607159893832,0.21032420574213048,3.6038312941120676,-0.29327060943712546,1353.4533097832395,297,2477.1041334586685,74.9571256151108,2,1,0,593,39.682539682539684,26.547619047619047,22.936507936507937,10.833333333333334,136
Lead 0.75 default X/Y,0.0075,0.25,0.3333333333333333,0.34877608785215886,0.2258642165987787,3.1846206644392256,-0.28339900857210776,1776.948701442572,266,2809.0426018384064,99.14258797475077,2,1,266,440,33.92857142857143,27.460317460317462,25.753968253968253,12.857142857142856,136
Lead 0.75 selected X/Y,0.0075,0.4,0.15,0.33076776508873107,0.22871076540098167,3.2903195420403635,-0.27410598440800144,1560.7624135011158,273,2984.521960527006,103.35664095116388,3,1,266,558,31.666666666666664,14.801587301587302,50.43650793650794,3.0952380952380953,136
Original strict SMA20,0.0,0.25,0.3333333333333333,0.27773015209768603,0.16209736358707988,4.035542050423249,-0.24477885085514697,1054.074437878844,281,1630.1631215460945,30.29608882759303,4,1,0,389,32.261904761904766,39.64285714285714,21.944444444444443,6.15079365079365,137
