strategy,trigger_a,trigger_b,lead_pct_below_sma20,x_return,y_return,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,trading_costs_total,funding_costs_total,tier2_entries,tier3_entries,lead_only_days,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,simulation
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.11503475824332154,0.28145282390535625,3.3511169939003924,-0.4227467583130044,283.1470257256568,291,2139.015284020832,0.0,1,1,0,49.047619047619044,4.444444444444445,0.873015873015873,45.63492063492063,41
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,-0.02420959598816863,0.32831693983957705,2.499531786425501,-0.6117685736787901,78.14766370484983,297,1073.9110388458898,0.0,1,1,296,38.05555555555556,4.444444444444445,1.0714285714285714,56.42857142857143,41
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,-0.011771872171283615,0.3255937260427394,2.512652177858957,-0.5743717341127874,88.30850422823207,294,1161.5829568638721,0.0,2,2,296,37.61904761904762,2.1031746031746033,6.626984126984127,53.65079365079365,41
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.20518554169405445,0.2507393154970211,3.5781781096675087,-0.4117255256096408,599.625854001571,275,2397.5061717922667,0.0,1,1,0,43.214285714285715,11.587301587301587,9.126984126984127,36.07142857142857,42
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.27640356999381743,0.2914754278933779,3.011614810618877,-0.36087966120027576,1043.5600109235208,243,3044.901714386024,0.0,1,1,244,34.404761904761905,11.587301587301587,10.555555555555555,43.452380952380956,42
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.2772681120743914,0.29133285866165703,3.008480172106388,-0.36087966120027537,1050.4016027476725,243,3058.981977603476,0.0,1,1,244,34.404761904761905,11.587301587301587,10.595238095238095,43.41269841269841,42
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.19653099587368805,0.24173374116154825,3.196038022533601,-0.3475328838095121,559.3367421588832,321,1295.110598777617,0.0,1,3,0,42.579365079365076,28.809523809523807,0.1984126984126984,28.41269841269841,43
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.24225265898368953,0.23767249866195964,3.018005780042245,-0.2585474983041503,803.2451643237602,310,1596.3342480647207,0.0,4,4,262,38.01587301587301,29.166666666666668,13.015873015873018,19.8015873015873,43
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.2881484619372576,0.2550439222358585,3.130341177706989,-0.23984129414336433,1140.008073658155,285,2255.684090718514,0.0,3,2,262,32.73809523809524,5.634920634920635,55.833333333333336,5.7936507936507935,43
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3775026979130034,0.22256621351326364,3.324216790127091,-0.2334300606709917,2177.739559138978,272,3804.7609531051908,0.0,3,1,0,35.3968253968254,42.1031746031746,12.222222222222221,10.277777777777777,44
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4294600226298695,0.2380203989001928,3.081107005892505,-0.19819870714395055,3113.067324165956,240,3268.452369821479,0.0,3,3,255,30.07936507936508,32.93650793650794,26.904761904761905,10.079365079365079,44
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.41427658358342234,0.2541421153307052,3.2402952811291867,-0.27121274370574266,2808.2177284634013,255,3505.952400485113,0.0,5,1,255,26.785714285714285,13.61111111111111,55.43650793650794,4.166666666666666,44
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.29824650657578955,0.2151172359968595,3.4180929818605077,-0.3094641699086599,1229.2396458865628,327,2039.6402686740514,0.0,3,2,0,36.86507936507937,38.65079365079365,10.515873015873016,13.968253968253968,45
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3106407718836599,0.21508599623726135,3.131311370614566,-0.2396788454884134,1347.2903733944324,285,1885.850092127021,0.0,4,2,269,31.349206349206348,31.19047619047619,31.865079365079364,5.595238095238096,45
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.38432783839215046,0.24027662769022745,3.355449202930412,-0.2419032183856608,2284.1340848009822,260,2918.3985784144434,0.0,4,0,269,27.22222222222222,6.26984126984127,66.5079365079365,0.0,45
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.288786653747259,0.21790213559355515,3.675649839553559,-0.2998384521875348,1145.4705930703046,320,2007.9970174256073,0.0,2,1,0,39.682539682539684,28.69047619047619,13.61111111111111,18.015873015873016,46
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.25823307226257186,0.2626350328494791,3.0910936991209805,-0.5513887458249216,908.7029868247381,300,1433.7592316258297,0.0,3,1,291,30.51587301587302,19.28571428571429,32.976190476190474,17.22222222222222,46
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3236419998469182,0.2612371922732509,3.1772372333245413,-0.43723731323460907,1481.9495385264427,293,2057.636622093602,0.0,4,1,291,30.07936507936508,12.738095238095237,47.6984126984127,9.484126984126984,46
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.1456783948947773,0.2388800378978213,3.796259645712272,-0.48629223065965005,367.8282235309402,331,3029.1916490049116,0.0,4,1,0,42.738095238095234,10.079365079365079,18.69047619047619,28.49206349206349,47
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.22977891477946266,0.25569192687269976,3.1052339954069654,-0.585018242992835,728.7006513228814,259,3859.4161281343977,0.0,3,2,279,33.29365079365079,6.349206349206349,37.023809523809526,23.333333333333332,47
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.22829134019610398,0.27436261906999554,3.018061979355936,-0.5849001407393573,720.2381545999949,263,3881.4162356596767,0.0,3,2,279,32.5,1.746031746031746,42.42063492063492,23.333333333333332,47
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2773153296953821,0.27593036687142664,3.1801008351594997,-0.3409970739254381,1050.7764167009766,321,2875.633054211458,0.0,4,3,0,43.333333333333336,13.253968253968255,22.857142857142858,20.555555555555554,48
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2628885944104029,0.2656838122427525,3.1126005896001634,-0.3026115217077349,941.6760046165459,303,2711.8978336335026,0.0,4,3,281,33.57142857142857,8.333333333333332,47.38095238095238,10.714285714285714,48
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.2727726562525741,0.25886422030503764,3.2183232340197487,-0.30261152170773525,1015.260662942469,302,2683.2505033577595,0.0,3,1,281,32.34126984126984,2.1031746031746033,64.92063492063492,0.6349206349206349,48
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.214590677746048,0.22819209437407775,3.712854518191787,-0.33630772214294474,646.341682829739,292,2243.383320109132,0.0,3,1,0,45.23809523809524,4.325396825396825,34.12698412698413,16.30952380952381,49
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.16895485272775512,0.257487112236546,3.1678978507873747,-0.38007984308072507,446.6280706029315,304,1550.1407747926014,0.0,3,2,274,34.6031746031746,4.1269841269841265,44.12698412698413,17.142857142857142,49
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.15614367347932467,0.2469678393607576,3.1785954157848635,-0.3800798430807258,401.5663904330993,305,1403.1898299431966,0.0,2,1,274,34.56349206349206,4.1269841269841265,49.920634920634924,11.38888888888889,49
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2628028541746119,0.22788551623055706,3.3177924634432707,-0.2621756657049599,941.0591788607256,305,2043.0896506625659,0.0,3,1,0,44.48412698412698,19.20634920634921,26.38888888888889,9.920634920634921,50
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.24102804091473962,0.26508411658546,2.903545589281699,-0.3151337101140011,795.6356560141896,310,1670.2774728219167,0.0,3,3,323,35.51587301587302,16.150793650793652,34.88095238095238,13.452380952380953,50
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.24839313154857212,0.2650025207616348,3.038159372328596,-0.3849301499887772,842.3933926296098,300,1715.2271823121966,0.0,3,2,323,32.61904761904762,7.5396825396825395,52.34126984126984,7.5,50
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.23963480402195403,0.18915803110059712,3.4127127357426295,-0.2392343614070192,787.057014801505,319,1649.88138538116,0.0,1,1,0,36.62698412698413,50.15873015873016,1.1904761904761905,12.023809523809524,51
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2349775459818717,0.1976606202595311,3.084692607062132,-0.24948867678462192,758.97912776227,296,1558.131811980492,0.0,3,1,286,32.10317460317461,35.35714285714286,28.214285714285715,4.325396825396825,51
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.26475096621849925,0.232743959636248,3.221451241457641,-0.24371663974572935,955.163880891728,289,1975.6472740585168,0.0,4,0,286,27.380952380952383,11.825396825396824,60.79365079365079,0.0,51
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.23052384673939308,0.32928371853756694,3.195592314555931,-0.5585815258020951,732.9718108448534,314,3239.7450633011476,0.0,2,3,0,43.888888888888886,3.8095238095238098,8.412698412698413,43.888888888888886,52
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.1676314638900458,0.35409687138375734,2.5230937661400317,-0.6387421728957259,441.77206841325005,294,1831.8472765398287,0.0,3,5,279,34.682539682539684,8.412698412698413,11.428571428571429,45.476190476190474,52
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.1830319243984564,0.3330286301394336,2.5950371452761445,-0.5810088588099971,501.32403426744,294,1780.7242447200892,0.0,3,3,279,33.53174603174603,3.0555555555555554,32.420634920634924,30.992063492063494,52
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.24838846449761065,0.22437607403304527,3.3701949975043735,-0.20797218439393464,842.3630000195333,296,1680.4704014663193,0.0,1,2,0,37.857142857142854,38.84920634920635,1.2301587301587302,22.063492063492063,53
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.27036558227712515,0.20916577994136046,3.291686000818097,-0.312149879548446,996.8811078773696,282,1330.5801405130737,0.0,4,2,284,31.507936507936506,25.793650793650798,32.77777777777778,9.920634920634921,53
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.24080697268955098,0.21166431130589475,3.2531969863567483,-0.31214987954844553,794.2688928671387,269,1311.968631985576,0.0,3,0,284,28.293650793650794,11.38888888888889,60.317460317460316,0.0,53
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2461628554896491,0.22785075055407977,3.737087004873794,-0.29791166296610355,827.9809559018651,307,2330.3009614158264,0.0,4,1,0,36.666666666666664,15.079365079365079,28.61111111111111,19.642857142857142,54
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4201131869963757,0.24930178755273008,3.5036853597197033,-0.24827592106227286,2922.0827545415336,256,4618.149002006589,0.0,3,1,230,28.809523809523807,14.642857142857144,37.65873015873016,18.88888888888889,54
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4713682929867715,0.2521289595742051,3.573624768698856,-0.20299129375185815,4114.353625307659,246,6379.431268399739,0.0,4,1,230,27.6984126984127,2.380952380952381,59.48412698412698,10.436507936507937,54
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3714186132312094,0.3404956722410442,3.386508873512865,-0.40238354236663465,2086.665446176104,292,5451.266059243028,0.0,2,2,0,45.23809523809524,6.587301587301588,1.5873015873015872,46.58730158730159,55
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4013331229025394,0.3671182526967336,3.249796482418537,-0.3426418802268803,2569.7743567204666,297,6113.265345160554,0.0,3,4,282,34.36507936507937,3.0952380952380953,10.476190476190476,52.06349206349207,55
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4091718317765043,0.3462700658123682,3.2461956886497148,-0.34264188022688036,2711.908243408302,300,5446.645412459912,0.0,5,3,282,34.24603174603175,1.9444444444444444,27.8968253968254,35.91269841269841,55
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3495986797134498,0.2850306345460619,3.0777204029150194,-0.22253322795132052,1787.435291308627,298,4155.521421465608,0.0,3,3,0,38.13492063492063,28.253968253968253,8.412698412698413,25.198412698412696,56
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.37922209700351917,0.2871446025295825,3.0293898761707774,-0.2888625077872209,2204.115318882553,275,4637.710340843178,0.0,5,4,244,30.753968253968257,14.047619047619047,37.26190476190476,17.936507936507937,56
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.41855772467412566,0.27538046042467923,3.14048873267202,-0.22939164530950182,2891.3401078346437,264,5529.636080897156,0.0,5,3,244,29.365079365079367,6.785714285714286,56.785714285714285,7.063492063492063,56
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.23581287586691801,0.18077751908516876,3.6439754724486795,-0.2040387046024226,763.9481236832053,341,1615.3607980880677,0.0,1,1,0,38.92857142857143,41.74603174603175,10.198412698412698,9.126984126984127,57
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.32685305976167855,0.21879155060101466,3.3311282103319906,-0.1709213092484028,1517.0119366524416,294,2803.3509602728245,0.0,3,2,311,31.507936507936506,22.976190476190474,38.2936507936508,7.222222222222221,57
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.356110530979149,0.2530244819189359,3.2634699174024586,-0.18808240504610563,1872.4276375141815,274,3211.7576700272402,0.0,5,1,311,27.77777777777778,5.714285714285714,61.98412698412699,4.523809523809524,57
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.1582527200989301,0.24479774230786927,3.0827397239350782,-0.3934293048725997,408.6921286278152,298,1876.9666992717057,0.0,3,2,0,43.888888888888886,17.22222222222222,17.103174603174605,21.785714285714285,58
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.26377337994002037,0.27879545452392784,2.7904446898365896,-0.2994970782329642,948.0624592394985,257,2262.6082547657743,0.0,2,2,285,34.285714285714285,8.134920634920634,35.35714285714286,22.22222222222222,58
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.2722765741058244,0.28119172337562504,2.9190269024935467,-0.2999747585147957,1011.4480989216064,265,2427.7843221900566,0.0,3,3,285,32.976190476190474,0.753968253968254,46.34920634920635,19.92063492063492,58
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.12193703766528352,0.24384972385379097,3.6471331701484875,-0.41476233994964706,300.52267770626844,349,1365.7191058814087,0.0,3,1,0,42.22222222222222,7.658730158730159,29.04761904761905,21.071428571428573,59
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.18548615448522732,0.25151392330736877,3.159388621697234,-0.3384360518914814,511.45163111841214,303,1716.1903351275878,0.0,3,1,290,31.349206349206348,3.7698412698412698,54.920634920634924,9.96031746031746,59
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.20060914982210187,0.2341365587027222,3.278418829393448,-0.2722416154811994,578.0088319036083,300,1755.4845774531775,0.0,2,0,290,30.753968253968257,0.9126984126984128,68.33333333333333,0.0,59
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2558262589687579,0.2976711512317721,2.9163673582931855,-0.3498614775122001,892.0657388211735,308,1782.8996643323994,0.0,1,1,0,37.65873015873016,31.547619047619047,0.9126984126984128,29.88095238095238,60
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2974716101904924,0.30193194895490166,2.817472959950273,-0.32169433124685537,1222.1769430219588,305,1825.967322633602,0.0,3,2,291,31.11111111111111,29.88095238095238,11.30952380952381,27.6984126984127,60
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3668010745204773,0.31643137925058745,2.892555986280521,-0.32169433124685537,2019.839430694496,283,1973.536190696289,0.0,5,2,291,29.166666666666668,16.150793650793652,26.984126984126984,27.6984126984127,60
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2028439718687478,0.154913801995853,3.5771345764636777,-0.2535125049131484,588.4763539256194,330,1042.221712857409,0.0,1,0,0,34.6031746031746,50.51587301587301,14.880952380952381,0.0,61
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2713007304088426,0.2025308021722069,3.0683991579578174,-0.20331556367206252,1003.9858313168688,284,1321.873926396453,0.0,2,0,279,28.53174603174603,31.626984126984127,39.84126984126984,0.0,61
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3189418376430391,0.2324844565612219,3.062423144900927,-0.20331556367206266,1431.9364891513244,265,1930.6933341805943,0.0,4,0,279,25.555555555555554,13.293650793650794,61.15079365079366,0.0,61
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.37370617737636636,0.1790787584213127,3.674959738231642,-0.15306842220238218,2120.499996887245,273,2001.482932055004,0.0,4,0,0,35.27777777777778,40.1984126984127,24.523809523809522,0.0,62
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4201162248248964,0.2042305142074132,3.4435993881889013,-0.1842511220118361,2922.1430807070374,262,2968.685782859503,0.0,3,0,265,31.19047619047619,32.65873015873016,36.15079365079365,0.0,62
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4505651344391044,0.2400869359077053,3.4528616560001284,-0.2908692042216392,3586.0700850270214,255,4120.142921932363,0.0,4,0,265,26.34920634920635,14.563492063492065,59.08730158730159,0.0,62
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.38084694282641895,0.22469387934041338,3.580916176152613,-0.21833355120538417,2229.3034089899434,300,4938.507952336034,0.0,4,1,0,33.33333333333333,30.952380952380953,27.857142857142858,7.857142857142857,63
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4213948498626754,0.23812479126814826,3.369799460793346,-0.2507209768083206,2947.633773481887,268,5684.986130667089,0.0,4,1,247,26.865079365079364,20.912698412698415,48.25396825396825,3.968253968253968,63
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4516743718825098,0.2572365185167325,3.2725047282123865,-0.25072097680831995,3612.6229799310117,266,6935.622494189736,0.0,4,1,247,26.38888888888889,17.658730158730158,51.98412698412699,3.968253968253968,63
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.39263803054246527,0.2708284169246839,3.4636957109625133,-0.27837704255848394,2419.9546381380023,279,2850.3202136401533,0.0,4,2,0,37.142857142857146,22.857142857142858,14.007936507936508,25.992063492063494,64
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.5384897195987621,0.2934027960405556,3.163328747997836,-0.23962205005876577,6328.065283140466,246,5307.6412360673185,0.0,7,4,221,30.238095238095237,12.5,38.96825396825397,18.29365079365079,64
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.5517081670657236,0.29322975700144055,3.2017895970262242,-0.2396220500587669,6872.716841591488,233,6154.608956656214,0.0,7,3,221,28.730158730158728,3.214285714285714,58.13492063492064,9.920634920634921,64
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.23473428140697705,0.17398327506986738,3.868958728302089,-0.1636060575289438,757.5375152716801,315,1420.613524234953,0.0,3,0,0,37.77777777777778,29.20634920634921,33.01587301587301,0.0,65
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.27498450791701234,0.1791227464385025,3.4154222519946384,-0.18280516359214638,1032.4167543270978,273,1571.300933368989,0.0,2,0,282,31.46825396825397,31.587301587301585,36.94444444444444,0.0,65
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.317676352333623,0.2195863892699114,3.387261005596445,-0.18664847922885092,1418.7319758191684,273,2567.28025919771,0.0,3,0,282,28.61111111111111,14.404761904761903,56.98412698412698,0.0,65
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.25390087554598395,0.21934639966276412,3.357142374649387,-0.22861850409630974,878.9535540419736,332,1669.321361131885,0.0,3,0,0,39.84126984126984,24.523809523809522,35.63492063492063,0.0,66
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3443640074694261,0.25252467288020725,3.1594496031337354,-0.23266678308777383,1721.6378690879512,298,2756.3089513007576,0.0,3,0,267,31.98412698412698,14.841269841269842,53.17460317460318,0.0,66
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.36305566698232994,0.26661672255797003,3.2075610018416802,-0.23266678308777472,1967.051172592519,291,3583.1813137759946,0.0,4,0,267,30.396825396825395,5.753968253968254,63.84920634920634,0.0,66
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.1629575713849467,0.22037299234632102,3.5629699363518457,-0.3402482546539089,424.99823598750044,324,2115.8196636959806,0.0,2,1,0,39.64285714285714,20.515873015873016,23.84920634920635,15.99206349206349,67
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.31784432736210566,0.2526547535887959,3.433603556197573,-0.2787368734592149,1420.4783797814425,282,3998.3016988724494,0.0,2,2,269,30.952380952380953,14.682539682539684,34.88095238095238,19.484126984126984,67
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.33911961144684266,0.2617488122327162,3.5010677482806,-0.2787368734592153,1657.903707102627,282,4700.022767874093,0.0,3,2,269,29.88095238095238,8.80952380952381,41.82539682539683,19.484126984126984,67
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.22459571447346227,0.32092115846606606,3.380273279493405,-0.3692114469974775,699.5945175226631,297,2821.1534455082456,0.0,1,1,0,46.30952380952381,0.0,3.015873015873016,50.67460317460317,68
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.1811199964372383,0.35552772643449637,2.8535865979289463,-0.528024969803888,493.559266733759,282,2925.6479026795205,0.0,1,1,277,35.317460317460316,0.0,3.9285714285714284,60.753968253968246,68
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.19535450005712107,0.34804535375367457,2.8562617605761047,-0.4489681664054869,554.0515313507213,285,2859.196990207759,0.0,3,4,277,35.317460317460316,0.0,9.007936507936508,55.67460317460318,68
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.26642610375642306,0.3328480783075624,3.306023501266969,-0.44699952590869935,967.4434062975886,294,3657.5907566144097,0.0,2,2,0,45.79365079365079,1.8253968253968256,0.9523809523809524,51.42857142857142,69
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3104351147800364,0.35495241763609625,2.9875825007870205,-0.5966553469522059,1345.2514758782754,263,2960.4735453694357,0.0,2,2,290,34.32539682539682,0.11904761904761905,4.920634920634921,60.63492063492063,69
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3165591272345365,0.35286298264482385,2.9846106766033063,-0.5990831274798313,1407.1652895634693,264,3071.904225208886,0.0,2,2,290,34.285714285714285,0.03968253968253968,7.142857142857142,58.53174603174603,69
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.30484761144378303,0.27917519211960784,3.6639042612965547,-0.4805054417562369,1290.9041459317464,280,2317.7255505211456,0.0,2,2,0,41.23015873015873,4.444444444444445,10.992063492063492,43.333333333333336,70
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3401413721774298,0.30149089753460473,3.223883695646789,-0.5297017125207757,1670.1524576852707,254,2551.622689362063,0.0,3,3,239,32.57936507936508,5.634920634920635,15.317460317460318,46.46825396825397,70
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.313542998471978,0.29544053432701034,3.270096253439339,-0.5294366939749425,1376.3601054012538,266,2605.9430227449634,0.0,3,2,239,31.785714285714285,0.11904761904761905,28.253968253968253,39.84126984126984,70
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.24924816449323806,0.3456647813268061,3.084747790306255,-0.4058173656910435,847.9781239181328,304,2947.5175491340183,0.0,1,2,0,43.53174603174603,6.587301587301588,3.015873015873016,46.86507936507937,71
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.28543521936091154,0.35478237193123285,2.566059831113741,-0.3401849728609225,1117.0441544900843,274,2551.8512519215537,0.0,3,4,301,34.72222222222222,11.11111111111111,14.96031746031746,39.20634920634921,71
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.2164202904428838,0.3582707104638286,2.4889528146084077,-0.33195367254872965,655.799516425145,276,1943.842264222757,0.0,4,3,301,31.587301587301585,0.2777777777777778,39.32539682539682,28.809523809523807,71
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.35937611891531707,0.22109300417128985,3.7610376007141495,-0.2906318172780095,1916.3988083624977,283,3807.145384403291,0.0,3,1,0,36.30952380952381,20.0,32.10317460317461,11.587301587301587,72
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.36354743921374255,0.23942466694191122,3.061650674287759,-0.2189719654817492,1973.9109939399805,241,2729.967378643186,0.0,3,1,255,28.373015873015873,16.23015873015873,51.46825396825396,3.9285714285714284,72
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.38043743286358755,0.25868179584771445,2.959936784217123,-0.21897196548174963,2222.9310539195867,239,3070.8941671264924,0.0,3,1,255,27.500000000000004,10.317460317460316,58.88888888888889,3.293650793650794,72
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.4185325643927085,0.24335446329469995,3.76486616031288,-0.30476985035535187,2890.8452240311813,274,4763.707678137628,0.0,3,1,0,40.95238095238095,12.53968253968254,32.53968253968254,13.968253968253968,73
