strategy,trigger_a,trigger_b,lead_pct_below_sma20,x_return,y_return,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,trading_costs_total,funding_costs_total,tier2_entries,tier3_entries,lead_only_days,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,simulation
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.22421588737568876,0.24166146290627957,3.280321866133109,-0.4012302365503342,697.5031713736169,323,2146.0230896690928,0.0,2,2,0,40.95238095238095,31.26984126984127,6.15079365079365,21.626984126984127,164
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.33071352940157306,0.2773377486328251,3.135400202856909,-0.39267103025544503,1560.1486345219068,291,3105.016400582832,0.0,3,2,259,34.12698412698413,21.26984126984127,20.11904761904762,24.484126984126984,164
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3573924331884306,0.2892852237172576,3.2318587944278407,-0.49745658946479016,1889.5794541614152,284,3414.2553354318043,0.0,4,3,259,31.11111111111111,3.8095238095238098,45.27777777777778,19.8015873015873,164
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.27922160826057096,0.2360292947868227,3.46268912970542,-0.3266920604837065,1066.0089663067874,296,2175.709237315877,0.0,3,2,0,40.67460317460318,18.412698412698415,22.53968253968254,18.373015873015873,165
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.28447894390236894,0.24004002444767475,3.045181179840952,-0.3712395921447003,1109.0499553450638,282,1432.1632802990862,0.0,4,3,256,33.41269841269841,20.992063492063494,33.49206349206349,12.103174603174603,165
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3268337314598171,0.24487852516956127,3.2150427199419656,-0.3324857470871392,1516.7986805833034,272,1780.8094367028823,0.0,4,2,256,31.746031746031743,7.896825396825396,54.32539682539682,6.031746031746032,165
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.21499570498806575,0.18960691216836245,3.669983953208614,-0.29933541368898586,648.4247911877859,331,2060.769103753179,0.0,3,1,0,38.25396825396825,31.944444444444443,21.984126984126984,7.817460317460317,166
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.24926162584914535,0.21095413555714954,3.3220120338581123,-0.39896031075121374,848.06631280771,307,2043.9163605353688,0.0,4,1,289,30.238095238095237,20.1984126984127,47.34126984126984,2.2222222222222223,166
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.24329938309969612,0.23131767767630163,3.297971628696884,-0.3947503928065765,809.8009187303529,290,2290.575714660434,0.0,3,0,289,27.3015873015873,6.428571428571428,66.26984126984127,0.0,166
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2329753463793398,0.21227087323289015,3.48382800228899,-0.247537894192819,747.1866949290471,302,1853.8205260254451,0.0,4,2,0,39.84126984126984,22.896825396825395,18.452380952380953,18.80952380952381,167
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.23068506404276712,0.21382066161291788,3.137284470723795,-0.28394128115207706,733.8991186496534,278,1710.612144384376,0.0,4,2,278,32.5,17.341269841269842,42.22222222222222,7.936507936507936,167
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.233301166298008,0.2190738772367769,3.183019517285194,-0.28588672855152564,749.0944285120889,272,1991.058191845181,0.0,4,1,278,30.674603174603178,8.65079365079365,57.26190476190476,3.4126984126984126,167
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.37168026697973766,0.2682813275909879,3.6275920960343266,-0.2885498488435036,2090.5108067910614,293,3887.011569625996,0.0,3,1,0,37.857142857142854,16.03174603174603,16.984126984126984,29.12698412698413,168
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4292305789131574,0.28048101621946575,3.157672785592713,-0.25738398751060354,3108.24828939235,252,4227.2371453981405,0.0,4,2,230,30.833333333333336,16.23015873015873,25.67460317460317,27.26190476190476,168
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4354808257433944,0.2740331384665355,3.2172616758715047,-0.2650793151992497,3241.941201654644,253,4246.205915204414,0.0,5,3,230,29.20634920634921,3.888888888888889,53.61111111111111,13.293650793650794,168
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.29242938481546177,0.16480852102427845,4.023073674932317,-0.18601558002768448,1177.1016953993387,329,1772.8962382375914,0.0,3,0,0,37.77777777777778,38.492063492063494,23.730158730158728,0.0,169
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.31530831423223304,0.20927473792395368,3.4421548209500323,-0.2037579481529027,1394.3159154854768,289,1902.4762290965689,0.0,3,0,268,30.555555555555557,20.07936507936508,49.36507936507937,0.0,169
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.34980661614536435,0.23143788628348394,3.33815690515604,-0.2037579481529021,1790.0948808387586,278,2190.9252391008945,0.0,4,0,268,28.92857142857143,10.952380952380953,60.11904761904761,0.0,169
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.469200599713572,0.2637202885521884,3.49593198112163,-0.3323841031353682,4056.22621194038,287,6935.236266704622,0.0,1,1,0,41.34920634920635,28.452380952380953,6.349206349206349,23.84920634920635,170
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3593569579673128,0.27937917511205945,3.2437425386318983,-0.49951575700975726,1916.13812959035,302,3758.280486380922,0.0,1,2,252,36.15079365079365,28.373015873015873,7.341269841269842,28.134920634920636,170
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.37847979458589043,0.30553981183925993,3.2934067483190566,-0.49951575700975637,2192.693400288176,297,4555.830433565178,0.0,4,2,252,32.817460317460316,10.714285714285714,31.666666666666664,24.801587301587304,170
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.34080642716808907,0.1991519213912363,3.4833534034557068,-0.17263268680745433,1678.1685805742957,299,2368.50119980264,0.0,4,0,0,36.58730158730158,37.10317460317461,26.30952380952381,0.0,171
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.43289183360020744,0.22647724269396294,3.2912242328115733,-0.19853152619525793,3185.949754935222,264,3464.1764941161273,0.0,3,0,248,30.833333333333336,29.12698412698413,40.039682539682545,0.0,171
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.47702657209774846,0.251561856679233,3.2965891320964165,-0.19920574303653815,4269.616716464153,248,5196.024689841051,0.0,5,0,248,27.81746031746032,11.190476190476192,60.992063492063494,0.0,171
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3096886406722634,0.26515978966445236,3.485511169735881,-0.3299682129924323,1337.8741026194402,294,4219.541266880558,0.0,1,3,0,39.32539682539682,23.373015873015873,1.7857142857142856,35.51587301587302,172
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.27120757337629575,0.27472264341516855,3.2398359790632187,-0.30374057784038305,1003.276047355751,292,4361.880712571489,0.0,5,4,263,29.682539682539684,7.023809523809524,40.51587301587302,22.77777777777778,172
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.2601966127251447,0.27332089429528966,3.2397516836075106,-0.3211508881781919,922.4815178537712,297,4320.213971118536,0.0,5,4,263,29.841269841269842,7.420634920634921,41.58730158730159,21.150793650793652,172
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.28120923411341536,0.2370038784701714,3.020761125913166,-0.25800393089013485,1082.1020461958547,307,1856.244183592141,0.0,3,1,0,36.388888888888886,35.992063492063494,20.11904761904762,7.5,173
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.32163057577758813,0.2595321631157565,2.699342947473205,-0.2716292504100618,1460.3580556317968,270,2130.5861274808594,0.0,3,2,280,31.507936507936506,29.72222222222222,32.93650793650794,5.833333333333333,173
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.380418867340522,0.2806993678819191,3.0208219252965742,-0.2998164095497217,2222.6425444398496,274,3404.502275342644,0.0,6,2,280,26.746031746031747,7.261904761904763,61.07142857142858,4.920634920634921,173
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.5403868178702189,0.2837721444349294,3.4119645777129377,-0.2501468742432433,6403.775166026542,264,4650.289490682149,0.0,2,3,0,34.76190476190476,29.246031746031747,3.6111111111111107,32.38095238095238,174
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.5374307828398679,0.2509018802394183,3.30741038651247,-0.2219980646130535,6286.15480290677,250,3960.399988470521,0.0,4,3,201,30.873015873015873,34.12698412698413,17.063492063492063,17.936507936507937,174
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.5909841598202958,0.2771129170503334,3.3225297764849633,-0.23647260749448767,8747.763772637638,232,5365.110100376554,0.0,6,2,201,27.53968253968254,6.190476190476191,58.92857142857143,7.341269841269842,174
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.29786056654177795,0.26976242494126024,3.3576572898921633,-0.41045480900679615,1225.7174805044504,331,2835.733273641626,0.0,3,3,0,36.7063492063492,26.904761904761905,11.428571428571429,24.960317460317462,175
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.31948967895878755,0.28209575161015765,2.9956912568816696,-0.34606693794703797,1437.6869438615622,299,3437.722330988736,0.0,4,3,263,29.365079365079367,24.444444444444443,21.626984126984127,24.563492063492063,175
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3464701788430513,0.28110102436678064,2.9636509182509903,-0.32990067667956796,1747.8457760607196,271,3388.8560756304123,0.0,5,2,263,27.380952380952383,9.801587301587302,50.79365079365079,12.023809523809524,175
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.21338592992839356,0.26178930746787615,3.842712795655412,-0.4714972840518777,640.1809172713565,313,2005.2510089902028,0.0,2,2,0,36.547619047619044,4.841269841269842,12.857142857142856,45.75396825396825,176
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.37783495810120105,0.30898491314749144,3.1227709517869964,-0.43378915620961783,2182.814299611733,242,3748.9760698273635,0.0,1,3,271,26.944444444444443,5.079365079365079,10.952380952380953,57.02380952380952,176
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3655407598458509,0.28863616834482636,3.121887383048125,-0.34146110870372826,2001.9363456675326,243,3351.9515825281906,0.0,3,2,271,26.666666666666668,6.031746031746032,22.936507936507937,44.36507936507936,176
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.14275220594223326,0.18990459075544006,3.453282382672115,-0.5244431193827327,358.8609503951057,329,1562.4226417646844,0.0,3,1,0,43.25396825396825,29.00793650793651,20.595238095238095,7.142857142857142,177
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2645780127874249,0.23670011036618713,3.4632914537788118,-0.3623413404651504,953.9040447078002,308,3830.222617504453,0.0,3,1,292,34.72222222222222,12.738095238095237,43.492063492063494,9.047619047619047,177
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.2717274089414148,0.24777700714340437,3.5432237250188567,-0.3610055850560695,1007.2425446784298,302,4438.190521022694,0.0,3,1,292,32.301587301587304,2.619047619047619,56.19047619047619,8.88888888888889,177
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3236614426653932,0.3357653998246307,3.1613113402534263,-0.4155525089183205,1482.1596349156446,289,4483.310972215805,0.0,1,1,0,41.07142857142857,7.976190476190475,1.9047619047619049,49.047619047619044,178
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.4313498574212762,0.3747684130300253,2.886667848966314,-0.4208450312941293,3153.0152312778105,263,5818.608037186148,0.0,1,1,230,32.93650793650794,7.976190476190475,2.1825396825396823,56.904761904761905,178
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4763192398628635,0.3785788518893822,2.956413701031396,-0.42084503129412876,4249.924550345673,246,7864.0151858671725,0.0,1,1,230,32.06349206349206,0.8333333333333334,10.634920634920634,56.46825396825397,178
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.34701784184824214,0.24281601565075014,3.4884827876509488,-0.21567280954891566,1754.718879229707,274,2740.280625038616,0.0,3,2,0,37.93650793650794,20.595238095238095,20.03968253968254,21.428571428571427,179
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.359209941233833,0.2291531785977629,3.348845249879402,-0.20558156675640768,1914.1390696914395,250,2776.752810789496,0.0,4,2,264,30.07936507936508,15.436507936507937,43.888888888888886,10.595238095238095,179
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.404706003431591,0.25331314130029536,3.3530714749889716,-0.2105396753518382,2630.092657417377,256,4210.343831925564,0.0,5,1,264,28.452380952380953,4.9603174603174605,60.63492063492063,5.952380952380952,179
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.29367077285457244,0.18496890446435435,3.5895381639182853,-0.18728749169332945,1188.0586187173517,305,1602.5485842814423,0.0,3,0,0,36.7063492063492,40.317460317460316,22.976190476190474,0.0,180
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3325168875184408,0.202880955954683,3.0829012435795917,-0.21841688506783075,1580.673454381847,273,1754.271369446213,0.0,2,0,264,32.301587301587304,37.89682539682539,29.8015873015873,0.0,180
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.35112531402650426,0.25444696951941953,3.186688838635809,-0.27587170229957547,1807.0442924839624,285,2920.8070198508126,0.0,5,0,264,28.174603174603174,11.38888888888889,60.43650793650793,0.0,180
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.23530795380564662,0.276745333417053,3.514350104880725,-0.23594504768421035,760.9410989529493,309,2361.4873931073425,0.0,2,1,0,40.87301587301587,10.079365079365079,13.65079365079365,35.3968253968254,181
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3241335655669062,0.2866734753664142,3.32773681931159,-0.3062908012022826,1487.269531973426,281,3276.5852811086997,0.0,4,3,262,31.349206349206348,6.626984126984127,31.785714285714285,30.238095238095237,181
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.30783749417100625,0.2942011581097591,3.313873822736567,-0.3065788663155026,1319.7355270743235,290,3494.807103142176,0.0,4,3,262,30.634920634920636,0.9523809523809524,40.1984126984127,28.214285714285715,181
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.20722372850022142,0.2164842187301326,3.482125357376308,-0.3600028324216319,609.4845238161427,300,2329.059467247817,0.0,3,1,0,40.43650793650794,25.515873015873012,18.015873015873016,16.03174603174603,182
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2661647845604824,0.25257013883772195,3.0207655047023674,-0.39333369925292794,965.5185499020562,264,3106.331595564397,0.0,2,1,284,32.77777777777778,19.88095238095238,28.134920634920636,19.20634920634921,182
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.29381547506945593,0.26403866610735793,3.1423048455761395,-0.3943773680546511,1189.341741770166,263,3886.7590004717204,0.0,3,1,284,31.507936507936506,10.793650793650794,38.492063492063494,19.20634920634921,182
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.20011478093558854,0.3152102436032354,3.4168748963992766,-0.4627972461375722,575.7159617266684,315,2147.077765852487,0.0,1,1,0,44.24603174603175,2.142857142857143,3.2539682539682544,50.357142857142854,183
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.32765252792927635,0.33033109765723345,2.9872569199510783,-0.39492513212772884,1525.856336554772,262,2393.593830913335,0.0,3,2,306,32.698412698412696,1.4285714285714286,16.626984126984127,49.24603174603175,183
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3198809801373146,0.3193921376621371,3.0393108295377926,-0.39492513212772923,1441.8069279004499,259,2249.232778301228,0.0,2,1,306,32.46031746031746,1.1904761904761905,18.928571428571427,47.42063492063492,183
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.28253239395009233,0.2555379437277205,3.177431096675585,-0.402447313836975,1092.9355807485033,332,2410.5461389377288,0.0,2,4,0,37.38095238095238,35.0,3.373015873015873,24.246031746031747,184
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3597454598800871,0.28421036850612913,3.155174619490323,-0.30004711868889505,1921.429794013981,316,3825.114020149777,0.0,6,5,267,30.912698412698415,21.904761904761905,27.18253968253968,20.0,184
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.35616612549463156,0.28013628810551633,3.1441465322058297,-0.30440745390571483,1873.168585655608,296,3948.0546942592864,0.0,5,1,267,27.34126984126984,5.079365079365079,64.48412698412699,3.0952380952380953,184
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.24171684110087743,0.2926271871552949,3.7371189020806983,-0.3485163087981294,799.9077189844836,304,2904.022358141193,0.0,0,2,0,41.74603174603175,3.8095238095238098,0.0,54.44444444444444,185
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.26950967858681363,0.3041150520413343,3.0109942105698644,-0.4112603338139336,990.4179744029547,272,2144.327629784574,0.0,3,3,287,32.02380952380952,9.087301587301587,10.952380952380953,47.93650793650794,185
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.26765883277870417,0.28669078437653056,2.9896995449401165,-0.4124106067006484,976.5700576876404,266,2088.6956673869577,0.0,5,3,287,30.952380952380953,1.1111111111111112,39.523809523809526,28.41269841269841,185
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2791548099680259,0.20951488169162427,3.762496008037343,-0.25874136565246914,1065.4718711473108,309,2949.908125305386,0.0,4,2,0,37.023809523809526,23.809523809523807,27.936507936507937,11.230158730158731,186
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.36937620010688343,0.23998343330268138,3.2958977103384797,-0.23388814831932123,2056.8666127938773,282,2658.369118050787,0.0,4,3,254,30.357142857142854,22.817460317460316,34.24603174603175,12.579365079365079,186
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4505547035537105,0.2505788369201665,3.322073817619278,-0.23388814831932125,3585.821223305755,239,3689.9592018209055,0.0,4,1,254,27.936507936507937,5.7936507936507935,60.912698412698404,5.357142857142857,186
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.23904825625664272,0.25375472837827817,3.3355305568271976,-0.3515480181748275,783.4703067184188,294,2493.5274840266725,0.0,4,2,0,41.74603174603175,13.531746031746032,21.50793650793651,23.214285714285715,187
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2781501146771488,0.2813674764828396,3.020383096477227,-0.2714895821712351,1057.4227746993045,283,3174.1983658548024,0.0,3,4,256,33.96825396825397,12.222222222222221,22.896825396825395,30.912698412698415,187
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.25719220551417,0.27061018478757476,3.0133093433966165,-0.26978703493213685,901.4741005884888,276,2654.9619174333097,0.0,3,2,256,32.61904761904762,7.182539682539682,39.6031746031746,20.595238095238095,187
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.35662057826105276,0.15250465819145834,3.93902848549672,-0.17991967486421112,1879.2352672084332,252,2527.5751465922626,0.0,2,0,0,33.730158730158735,50.317460317460316,15.95238095238095,0.0,188
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3732087278129088,0.1698387959494539,3.5757135162274425,-0.2967270074773436,2113.1008403424144,241,2409.5404824992697,0.0,2,0,204,30.912698412698415,45.198412698412696,23.88888888888889,0.0,188
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.5207938567335859,0.2321883486568567,3.5180856221353767,-0.3009584747265633,5659.55526319223,229,6295.048310160196,0.0,5,0,204,27.579365079365083,17.38095238095238,55.039682539682545,0.0,188
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.4932635403037684,0.2857769664127897,3.761956309993912,-0.26861360819643765,4744.745842125544,308,11747.397567660779,0.0,3,3,0,39.007936507936506,17.896825396825395,13.293650793650794,29.8015873015873,189
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.45619683330416794,0.291780742300311,3.2588707510142494,-0.2810637193929108,3722.7151613951523,280,10247.60972681405,0.0,6,4,258,32.261904761904766,13.80952380952381,29.761904761904763,24.166666666666668,189
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.4439503114992651,0.2768964866481519,3.349244132043754,-0.2810637193929109,3431.324770251311,278,8087.377424632587,0.0,5,2,258,30.317460317460316,8.968253968253968,47.38095238095238,13.333333333333334,189
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.21984785706511212,0.21889583879004382,3.276111078179741,-0.28535785065524216,673.8521765026284,302,1318.1436169104065,0.0,3,1,0,39.56349206349206,27.65873015873016,19.682539682539684,13.095238095238097,190
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.2723323127390407,0.2361593990483602,3.047811376539861,-0.2325845794744186,1011.8758287950849,287,1585.7747227711313,0.0,3,2,260,33.84920634920635,27.3015873015873,25.27777777777778,13.571428571428571,190
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3096422422216447,0.2510933548075358,3.129037568348934,-0.25060982624859673,1337.4167480612716,260,1910.5733538391876,0.0,5,1,260,29.365079365079367,2.0238095238095237,61.74603174603175,6.865079365079366,190
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.14347085473770305,0.28354066831621655,2.8798834490631346,-0.5435062217378205,361.0448937951748,312,1107.5736483866622,0.0,3,2,0,41.74603174603175,18.373015873015873,7.738095238095238,32.142857142857146,191
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.3582273049241178,0.3151651428900084,2.8865230771231474,-0.4235975946120497,1900.8256090690259,272,2369.4464030011113,0.0,4,2,262,32.5,8.61111111111111,25.158730158730158,33.730158730158735,191
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.39375693427020875,0.3140625047018581,2.879379002370505,-0.40386401085878054,2438.7842057107728,253,2688.280578443844,0.0,5,2,262,31.587301587301585,2.380952380952381,41.58730158730159,24.444444444444443,191
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.20208625953386194,0.19100510658696676,3.7340555393591615,-0.3701510997730183,584.908476567939,329,1646.3510467257454,0.0,3,1,0,39.285714285714285,23.49206349206349,31.547619047619047,5.674603174603175,192
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.31189618619521964,0.21903632970372097,3.390312437534016,-0.22142215896850984,1359.796808693037,265,2231.3966694569594,0.0,3,1,309,29.365079365079367,10.436507936507937,56.82539682539682,3.373015873015873,192
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.3173103615265609,0.22656872049162372,3.354595368565398,-0.22142215896851083,1414.9335034985113,257,2429.986249450187,0.0,4,1,309,28.214285714285715,5.317460317460317,63.095238095238095,3.373015873015873,192
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.1556974893138403,0.19037205841222463,3.234282450046131,-0.332751989979686,400.0732393962338,327,1462.427082792747,0.0,2,1,0,39.166666666666664,41.86507936507937,7.142857142857142,11.825396825396824,193
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.11080399295773158,0.17873660613338133,3.300060836999724,-0.49201972136906214,272.9471636312335,343,1359.2498207522042,0.0,3,2,308,34.36507936507937,38.611111111111114,19.126984126984127,7.896825396825396,193
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.20200048640441604,0.20593644193107025,3.444774474395975,-0.43137805596909523,584.5058166515712,302,2258.2227592300737,0.0,3,0,308,29.325396825396826,13.571428571428571,57.1031746031746,0.0,193
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.2097795126452151,0.2213323369880068,3.328606856435662,-0.3599867721260516,622.0520042944504,286,2111.736142166675,0.0,2,2,0,40.833333333333336,18.88888888888889,25.515873015873012,14.761904761904763,194
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.25241392195000056,0.24354749608160092,3.182684984110316,-0.41976913637936736,868.9456671608158,289,3400.8674661409614,0.0,2,2,280,32.46031746031746,15.119047619047619,41.269841269841265,11.150793650793652,194
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.2951374698451983,0.2598169530223555,3.283164639534233,-0.421127240765321,1201.1219550456447,283,4467.103024114063,0.0,4,2,280,30.119047619047617,3.2539682539682544,55.55555555555556,11.071428571428571,194
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.3221169874769787,0.3344230976056997,3.5547988785240436,-0.4480225274818042,1465.553391763205,307,4439.315483589318,0.0,1,1,0,42.023809523809526,2.261904761904762,1.9047619047619049,53.80952380952381,195
Lead 0.75 A10/B20 X40/Y15,0.1,0.2,0.0075,0.4,0.15,0.47415259772008445,0.3427510713456866,3.260345495551878,-0.3092779014710568,4190.11071132096,250,8432.847243445289,0.0,2,1,262,31.626984126984127,0.2380952380952381,11.746031746031745,56.388888888888886,195
Lead 0.75 A5/B25 X40/Y15,0.05,0.25,0.0075,0.4,0.15,0.47884380128400306,0.33898729286340207,3.2669292197827757,-0.30927790147105616,4320.583999816333,249,8443.755025790582,0.0,2,1,262,31.626984126984127,0.03968253968253968,14.841269841269842,53.492063492063494,195
Original strict SMA20 A10/B20 X25/Y33,0.1,0.2,0.0,0.25,0.3333333333333333,0.14839115807117387,0.2357791719069236,3.5413093089942143,-0.373211496089043,376.32032520272134,327,1671.5952475950046,0.0,2,1,0,40.992063492063494,18.492063492063494,14.563492063492065,25.952380952380956,196
