strategy,cagr,ann_volatility,sharpe,max_drawdown,end_$,rebalances,pct_days_cash,simulation
SMA20 1x/cash,3.876808434556483,0.5372810960578818,3.6752681780721734,-0.2094150147569905,433291849.3979953,304,46.34920634920635,26
SMA20 1x/cash,4.69246188086675,0.5482315449990455,3.8771578811236624,-0.20941501475699031,1927433377.5205624,299,48.769841269841265,27
SMA20 1x/cash,5.42160764329667,0.5750217068919016,3.8572190477871144,-0.3271403353623227,6167992369.814558,258,42.06349206349206,28
SMA20 1x/cash,3.7384485696012977,0.559425365320013,3.4247543058440897,-0.35189488427844384,328207537.9959111,261,47.06349206349206,29
SMA20 1x/cash,3.8879767289829035,0.5390448153691912,3.607324928303952,-0.19247633567054928,442963628.21810377,271,49.12698412698413,30
SMA20 1x/cash,3.821041296211657,0.5174079432197026,3.8081133192677896,-0.2745952953145639,387771290.0028828,319,47.5,31
SMA20 1x/cash,3.7566037131391345,0.49402239290207933,3.9337500075458793,-0.15982118072508372,340546796.73532456,318,44.44444444444444,32
SMA20 1x/cash,4.189076186482524,0.5397663067188118,3.703111219772389,-0.32714033536232234,788705573.53938,265,46.54761904761905,33
SMA20 1x/cash,3.413829273123307,0.5334384101417528,3.5123131724007206,-0.20941501475699056,165462998.67376715,301,50.317460317460316,34
SMA20 1x/cash,4.049423990723146,0.545992655064207,3.7392519552295798,-0.21252286347490434,606134152.5159115,331,47.65873015873016,35
SMA20 1x/cash,4.364086815120106,0.5412092540279391,3.84959961860535,-0.3394478141899587,1086284838.8033683,317,40.23809523809524,36
SMA20 1x/cash,3.239087096631531,0.5027217867929009,3.622797290976532,-0.2848692770279604,112045104.99122211,306,48.92857142857142,37
SMA20 1x/cash,3.615501182710286,0.48027368123930875,3.9363237355119027,-0.1924763356705493,254660162.45491236,299,49.12698412698413,38
SMA20 1x/cash,3.963453501818978,0.49478275507989544,4.0631941565607885,-0.20941501475699048,513562504.4458228,345,46.904761904761905,39
SMA20 1x/cash,4.076677338863735,0.510729179527137,3.8495193214565933,-0.19546312645838265,638454477.242607,269,48.17460317460318,40
SMA20 1x/cash,4.219137413633504,0.5282946764432376,3.805229944407594,-0.19247633567054917,833923153.6821201,278,43.37301587301587,41
SMA20 1x/cash,3.093389194388913,0.47484293650394493,3.752603275610597,-0.17551068721726812,79946986.59784457,309,46.904761904761905,42
SMA20 1x/cash,4.510223847429681,0.568593935682068,3.72120562813502,-0.3394478141899586,1408001892.3887188,309,45.11904761904762,43
SMA20 1x/cash,5.010130856936034,0.5523984928135656,3.92428463952099,-0.1755106872172682,3255253440.5336146,286,46.111111111111114,44
SMA20 1x/cash,5.292976910761097,0.5923637172906066,3.7644903331519464,-0.3394478141899587,5073820419.966739,282,43.73015873015873,45
