strategy,cagr,ann_volatility,sharpe,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,tier2_entries,tier3_entries,lead_only_days,simulation
Guarded A5/B25 SMA20 Lead,1.094122633642563,0.49700359540359906,3.1917352147207,-0.4727807837224562,2.314228224395987,124051.54489521035,293,93635.33448447767,0.0,35.67460317460318,2.5396825396825395,16.26984126984127,45.51587301587301,5,4,190,47
Guarded A5/B25 SMA20 Lead,1.2723372625691711,0.4674603451293101,3.303891219880855,-0.3279491683649992,3.879678271216384,272851.9174433898,264,191876.79522407352,0.0,33.01587301587301,2.738095238095238,31.26984126984127,32.976190476190474,8,9,177,48
Guarded A5/B25 SMA20 Lead,0.6139983198461596,0.3897871786489303,3.150160969904595,-0.3465410433707878,1.7717910521473241,10048.286461945387,310,15930.378215605604,0.0,34.523809523809526,2.857142857142857,44.36507936507936,18.253968253968253,4,2,245,49
Guarded A5/B25 SMA20 Lead,0.6997698672899717,0.34680464842659436,3.3789982991018803,-0.26502359884177823,2.640405874601912,16562.000625798482,310,22117.9873570819,0.0,30.396825396825395,6.785714285714286,55.11904761904762,7.698412698412699,7,2,237,50
Guarded A5/B25 SMA20 Lead,1.0811744398082763,0.4393729889393428,3.40829990943298,-0.2682989603820152,4.029737715974953,116843.93769043348,296,93282.99979592847,0.0,34.8015873015873,7.222222222222221,28.293650793650794,29.682539682539684,5,4,209,51
Guarded A5/B25 SMA20 Lead,1.097237663946657,0.39988380083113867,3.321055304595693,-0.25151486233555276,4.362516209808717,125843.9128559143,282,133085.3636385666,0.0,31.9047619047619,12.5,43.17460317460318,12.420634920634921,6,1,178,52
Guarded A5/B25 SMA20 Lead,0.9315691692304202,0.4707836125619388,3.063981715594377,-0.35164652851630923,2.649163559671582,56876.575235219774,300,76475.539911331,0.0,35.03968253968254,4.920634920634921,28.809523809523807,31.23015873015873,6,6,193,53
Guarded A5/B25 SMA20 Lead,1.006601288280256,0.3831329821460532,3.324949683390951,-0.2640598893733632,3.812018897186571,82160.70612151979,247,54547.55081739357,0.0,30.714285714285715,4.444444444444445,43.37301587301587,21.46825396825397,9,7,212,54
Guarded A5/B25 SMA20 Lead,1.069864037953257,0.4010484410406946,3.3566928046658777,-0.368594303912701,2.9025517393959697,110857.65489085251,283,141056.4646584914,0.0,34.72222222222222,4.761904761904762,51.70634920634921,8.80952380952381,8,2,173,55
Guarded A5/B25 SMA20 Lead,0.8991420983835001,0.40414552839742596,3.2704060727155255,-0.25721451632941517,3.495689555996781,48302.77551310455,272,37463.24007123005,0.0,33.49206349206349,3.8492063492063493,35.992063492063494,26.666666666666668,6,4,188,56
Guarded A5/B25 SMA20 Lead,1.192065138428875,0.37296081646227097,3.5978094491588704,-0.20954678283407896,5.688778049018118,192835.05910104414,261,146461.77767285847,0.0,30.198412698412696,9.484126984126984,46.666666666666664,13.65079365079365,7,3,179,57
Guarded A5/B25 SMA20 Lead,0.6510513584655835,0.3748734217983786,3.1977097198324618,-0.3748377883225889,1.736888272068457,12509.099165153451,297,11781.295086788403,0.0,33.17460317460317,7.857142857142857,44.285714285714285,14.682539682539684,4,1,197,58
Guarded A5/B25 SMA20 Lead,1.126196900865954,0.4501002090437221,3.1962712921304908,-0.3580805558299644,3.1450937017667386,143651.9408094384,253,164443.72572446853,0.0,33.29365079365079,5.753968253968254,37.10317460317461,23.84920634920635,7,2,147,59
Guarded A5/B25 SMA20 Lead,0.8233830401746476,0.46417504686147804,2.9259373637447093,-0.256206292593542,3.213750262882505,32609.796842538974,299,69860.23577334352,0.0,34.682539682539684,2.976190476190476,41.269841269841265,21.071428571428573,6,2,217,60
Guarded A5/B25 SMA20 Lead,0.8555275478304567,0.3968551341671157,3.207892806450135,-0.2499718433707756,3.422495655086556,38600.571716856546,264,24974.43723001344,0.0,35.35714285714286,3.3333333333333335,37.06349206349206,24.246031746031747,5,3,178,61
Guarded A5/B25 SMA20 Lead,0.8953535712056835,0.3144248775849912,3.6429975450297176,-0.26141448405350304,3.42503428778045,47380.82112142511,272,22203.012741545685,0.0,28.174603174603174,9.642857142857144,62.182539682539684,0.0,7,0,209,62
Guarded A5/B25 SMA20 Lead,1.0274606789508134,0.45076746208099666,3.0930470356380018,-0.2584656359057652,3.9752312733961217,90784.11697791521,264,73627.79610343145,0.0,34.12698412698413,7.6190476190476195,31.547619047619047,26.706349206349206,8,5,159,63
