Strategy,Variant,Leverage,CAGR_pct,Vol_pct,Sharpe,Sortino,Calmar,MaxDD_pct,End_Value,Trades_Per_Year,Total_Trades,Pct_Cash_Time,Avg_Leverage,Direction,SMA,UpBand,LoBand,Stop,Trail,Bmode,N,Param,Class
B-decay early SMA100 e3% N10 d1% 2x,B-decay,2,5.1665402342339295,8.222211735240869,0.17264372934800068,0.08070782730134786,0.10836992677769768,-47.67503668090688,4708.298085837502,7.8577910223367695,601,90.08470612690328,2.0,early,100,0.03,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay early SMA100 e3% N10 d1% 3x,B-decay,3,4.402814398705024,12.365754912289068,0.15637262426378104,0.07273788500990495,0.05964338984888877,-73.81898329152486,2696.2557425177956,7.8577910223367695,601,90.08470612690328,3.0,early,100,0.03,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay early SMA100 e3% N10 d1% SL1.0% 1x,B-decay,1,5.4200846877771935,4.097843118004017,0.1317055608180834,0.060829797400682235,0.22388929291824744,-24.208771295536327,5660.431739098298,7.8577910223367695,601,90.173049940238,1.0,early,100,0.03,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay early SMA100 e3% N10 d1% SL1.0% 2x,B-decay,2,4.954800289841277,8.152272064031035,0.1483516279392582,0.06868524847058298,0.09793120095118635,-50.594705688445394,4035.696496257379,7.8577910223367695,601,90.173049940238,2.0,early,100,0.03,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay early SMA100 e3% N10 d1% SL1.0% 3x,B-decay,3,4.095151838585087,12.261408260872342,0.13193210849541015,0.060779853609179,0.05366843718536492,-76.30465974704798,2151.446403771203,7.8577910223367695,601,90.173049940238,3.0,early,100,0.03,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay early SMA100 e3% N10 d1% SL2.0% 1x,B-decay,1,5.527606539009677,4.132666597757021,0.15585815215249396,0.07268807120111123,0.2480562843456211,-22.283678696516986,6119.435725658544,7.8577910223367695,601,90.08470612690328,1.0,early,100,0.03,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay early SMA100 e3% N10 d1% SL2.0% 2x,B-decay,2,5.1665402342339295,8.222211735240869,0.17264372934800068,0.08070782730134786,0.10836992677769768,-47.67503668090688,4708.298085837502,7.8577910223367695,601,90.08470612690328,2.0,early,100,0.03,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay early SMA100 e3% N10 d1% SL2.0% 3x,B-decay,3,4.402814398705024,12.365754912289068,0.15637262426378104,0.07273788500990495,0.05964338984888877,-73.81898329152486,2696.2557425177956,7.8577910223367695,601,90.08470612690328,3.0,early,100,0.03,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay early SMA100 e3% N10 d2% 1x,B-decay,1,5.835710437085395,5.391361019162639,0.19518725473547158,0.12081639853802872,0.25769926786477526,-22.64542885759232,7648.067137136822,7.8577910223367695,601,81.40102894559061,1.0,early,100,0.03,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay early SMA100 e3% N10 d2% 2x,B-decay,2,5.659874470996695,10.733870729500355,0.20684200871099817,0.12810390838037322,0.1409449273627987,-40.15663831893658,6734.714314343691,7.8577910223367695,601,81.40102894559061,2.0,early,100,0.03,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay early SMA100 e3% N10 d2% 3x,B-decay,3,4.960591080556265,16.122896725005333,0.1935355362891345,0.11963637762933366,0.0740072457054761,-67.02845151537926,4052.762535091768,7.8577910223367695,601,81.40102894559061,3.0,early,100,0.03,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay early SMA100 e3% N10 d2% SL1.0% 1x,B-decay,1,5.9931085761107505,5.228407375910464,0.23469278283049927,0.14767873966920853,0.31875725738094857,-18.801481181488374,8568.698250742058,7.8577910223367695,601,81.80117445304786,1.0,early,100,0.03,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay early SMA100 e3% N10 d2% SL1.0% 2x,B-decay,2,5.992147803604109,10.41244132131516,0.24690281665736366,0.1552512563092843,0.15473761003511663,-38.724572534396984,8562.759662503337,7.8577910223367695,601,81.80117445304786,2.0,early,100,0.03,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay early SMA100 e3% N10 d2% SL1.0% 3x,B-decay,3,5.471533349387503,15.638521250336462,0.23321440170543567,0.14636914501736628,0.09234761099786726,-59.24932210226712,5875.658876928089,7.8577910223367695,601,81.80117445304786,3.0,early,100,0.03,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay early SMA100 e3% N10 d2% SL2.0% 1x,B-decay,1,5.910094317416981,5.371284967247938,0.21124824446700086,0.13148978997361546,0.29757453878614853,-19.860887095801772,8070.288950014414,7.8577910223367695,601,81.42181572519877,1.0,early,100,0.03,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay early SMA100 e3% N10 d2% SL2.0% 2x,B-decay,2,5.809764655173133,10.694051097322681,0.22295762438017555,0.13883742997583629,0.1547766557438498,-37.53644002224792,7505.982295396857,7.8577910223367695,601,81.42181572519877,2.0,early,100,0.03,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay early SMA100 e3% N10 d2% SL2.0% 3x,B-decay,3,5.183270886682423,16.062570700805153,0.20965777822050086,0.1303084764663508,0.08197028606489828,-63.233534192849774,4765.932694887331,7.8577910223367695,601,81.42181572519877,3.0,early,100,0.03,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay early SMA100 e3% N20 d1% 1x,B-decay,1,5.527606539009677,4.132666597757021,0.15585815215249396,0.07268807120111123,0.2480562843456211,-22.283678696516986,6119.435725658544,7.8577910223367695,601,90.08470612690328,1.0,early,100,0.03,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay early SMA100 e3% N20 d1% 2x,B-decay,2,5.1665402342339295,8.222211735240869,0.17264372934800068,0.08070782730134786,0.10836992677769768,-47.67503668090688,4708.298085837502,7.8577910223367695,601,90.08470612690328,2.0,early,100,0.03,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay early SMA100 e3% N20 d1% 3x,B-decay,3,4.402814398705024,12.365754912289068,0.15637262426378104,0.07273788500990495,0.05964338984888877,-73.81898329152486,2696.2557425177956,7.8577910223367695,601,90.08470612690328,3.0,early,100,0.03,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay early SMA100 e3% N20 d1% SL1.0% 1x,B-decay,1,5.4200846877771935,4.097843118004017,0.1317055608180834,0.060829797400682235,0.22388929291824744,-24.208771295536327,5660.431739098298,7.8577910223367695,601,90.173049940238,1.0,early,100,0.03,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay early SMA100 e3% N20 d1% SL1.0% 2x,B-decay,2,4.954800289841277,8.152272064031035,0.1483516279392582,0.06868524847058298,0.09793120095118635,-50.594705688445394,4035.696496257379,7.8577910223367695,601,90.173049940238,2.0,early,100,0.03,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay early SMA100 e3% N20 d1% SL1.0% 3x,B-decay,3,4.095151838585087,12.261408260872342,0.13193210849541015,0.060779853609179,0.05366843718536492,-76.30465974704798,2151.446403771203,7.8577910223367695,601,90.173049940238,3.0,early,100,0.03,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay early SMA100 e3% N20 d1% SL2.0% 1x,B-decay,1,5.527606539009677,4.132666597757021,0.15585815215249396,0.07268807120111123,0.2480562843456211,-22.283678696516986,6119.435725658544,7.8577910223367695,601,90.08470612690328,1.0,early,100,0.03,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay early SMA100 e3% N20 d1% SL2.0% 2x,B-decay,2,5.1665402342339295,8.222211735240869,0.17264372934800068,0.08070782730134786,0.10836992677769768,-47.67503668090688,4708.298085837502,7.8577910223367695,601,90.08470612690328,2.0,early,100,0.03,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay early SMA100 e3% N20 d1% SL2.0% 3x,B-decay,3,4.402814398705024,12.365754912289068,0.15637262426378104,0.07273788500990495,0.05964338984888877,-73.81898329152486,2696.2557425177956,7.8577910223367695,601,90.08470612690328,3.0,early,100,0.03,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay early SMA100 e3% N20 d2% 1x,B-decay,1,5.81874752052991,5.3683863214671295,0.18856304913340335,0.11578978965580872,0.25699101489354886,-22.641832528425788,7554.877125130882,7.8577910223367695,601,81.73881411422336,1.0,early,100,0.03,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay early SMA100 e3% N20 d2% 2x,B-decay,2,5.62463949700136,10.68757296640594,0.20012746177715543,0.12296089166247941,0.13703535731240168,-41.04516970885682,6565.084645076667,7.8577910223367695,601,81.73881411422336,2.0,early,100,0.03,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay early SMA100 e3% N20 d2% 3x,B-decay,3,4.907679844258439,16.053461704333895,0.18668739426626618,0.11448580538292426,0.07249238886070761,-67.69924293277779,3899.4390480080497,7.8577910223367695,601,81.73881411422336,3.0,early,100,0.03,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay early SMA100 e3% N20 d2% SL1.0% 1x,B-decay,1,5.975834994700446,5.204718751931671,0.22806685057998424,0.14237178994818342,0.31798807429944304,-18.792638710950907,8462.547044304798,7.8577910223367695,601,82.13895962168061,1.0,early,100,0.03,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay early SMA100 e3% N20 d2% SL1.0% 2x,B-decay,2,5.95546412899568,10.364718795675193,0.24019200201957655,0.14983846442533152,0.1538594663652341,-38.70716745408763,8339.028950535823,7.8577910223367695,601,82.13895962168061,2.0,early,100,0.03,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay early SMA100 e3% N20 d2% SL1.0% 3x,B-decay,3,5.414626494852759,15.566942429707487,0.22636133352414045,0.14094424446683385,0.09011575401767949,-60.08523763548028,5638.059952433235,7.8577910223367695,601,82.13895962168061,3.0,early,100,0.03,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay early SMA100 e3% N20 d2% SL2.0% 1x,B-decay,1,5.8929999891003115,5.34822647527899,0.20467137321250498,0.12638831909053197,0.2967687153976824,-19.857214333402517,7971.266266203218,7.8577910223367695,601,81.75960089383152,1.0,early,100,0.03,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay early SMA100 e3% N20 d2% SL2.0% 2x,B-decay,2,5.773941603104871,10.647585167030298,0.21629145566088206,0.13362106470040624,0.1538927204927703,-37.519263969189,7314.080021579811,7.8577910223367695,601,81.75960089383152,2.0,early,100,0.03,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay early SMA100 e3% N20 d2% SL2.0% 3x,B-decay,3,5.128782193844783,15.992881339987191,0.20285702663571875,0.12508351814489893,0.08015917579519587,-63.98247166299037,4580.743103992255,7.8577910223367695,601,81.75960089383152,3.0,early,100,0.03,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay early SMA200 e1% N5 d1% 1x,B-decay,1,5.666330888224591,3.4294233720753153,0.1252476487597081,0.04971324770119417,0.178751693831943,-31.69945283736391,6766.262663356018,5.085991194158075,389,92.06984357948345,1.0,early,200,0.01,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay early SMA200 e1% N5 d1% 2x,B-decay,2,5.4232120144165785,6.8333062277515175,0.1356491153988085,0.053780776279520194,0.08546893528196478,-63.452434460839214,5673.289335158094,5.085991194158075,389,92.06984357948345,2.0,early,200,0.01,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay early SMA200 e1% N5 d1% 3x,B-decay,3,4.979413882763262,10.247297291632542,0.12958140923828895,0.05137428696199183,0.060550844707400485,-82.2352505043531,4108.7287307998495,5.085991194158075,389,92.06984357948345,3.0,early,200,0.01,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay early SMA200 e1% N5 d1% SL1.0% 1x,B-decay,1,5.7021234006956245,3.3956254141320565,0.14160902324087304,0.0558038189359598,0.18643846283920057,-30.58447980025233,6943.821318674981,5.085991194158075,389,92.19976095203451,1.0,early,200,0.01,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay early SMA200 e1% N5 d1% SL1.0% 2x,B-decay,2,5.4974941644934106,6.765631688063019,0.1521115167939243,0.05987777772128425,0.08835958774033843,-62.217290789640735,5987.307688804754,5.085991194158075,389,92.19976095203451,2.0,early,200,0.01,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay early SMA200 e1% N5 d1% SL1.0% 3x,B-decay,3,5.093011105637513,10.145859718253233,0.1459319363001904,0.05744410669570833,0.06263839693937179,-81.30813294227627,4463.049063751645,5.085991194158075,389,92.19976095203451,3.0,early,200,0.01,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay early SMA200 e1% N5 d1% SL2.0% 1x,B-decay,1,5.666330888224591,3.4294233720753153,0.1252476487597081,0.04971324770119417,0.178751693831943,-31.69945283736391,6766.262663356018,5.085991194158075,389,92.06984357948345,1.0,early,200,0.01,0.03,0.02,0.0,decay,5,0.01,Neither
B-decay early SMA200 e1% N5 d1% SL2.0% 2x,B-decay,2,5.4232120144165785,6.8333062277515175,0.1356491153988085,0.053780776279520194,0.08546893528196478,-63.452434460839214,5673.289335158094,5.085991194158075,389,92.06984357948345,2.0,early,200,0.01,0.03,0.02,0.0,decay,5,0.01,Neither
B-decay early SMA200 e1% N5 d1% SL2.0% 3x,B-decay,3,4.979413882763262,10.247297291632542,0.12958140923828895,0.05137428696199183,0.060550844707400485,-82.2352505043531,4108.7287307998495,5.085991194158075,389,92.06984357948345,3.0,early,200,0.01,0.03,0.02,0.0,decay,5,0.01,Neither
B-decay early SMA200 e1% N5 d2% 1x,B-decay,1,6.411514018756881,4.907411500012744,0.2526540945711841,0.14866813173139673,0.28408750015057044,-22.56880015966449,11581.890720951225,3.987730884879725,305,82.09738606246427,1.0,early,200,0.01,0.03,0.0,0.0,decay,5,0.02,Neither
B-decay early SMA200 e1% N5 d2% 2x,B-decay,2,6.791890237723219,9.790552534452592,0.25720030454853077,0.15087325661179893,0.14503027057415188,-46.83084580091592,15216.119959933847,3.987730884879725,305,82.09738606246427,2.0,early,200,0.01,0.03,0.0,0.0,decay,5,0.02,Neither
B-decay early SMA200 e1% N5 d2% 3x,B-decay,3,6.829827702759106,14.662777289164605,0.2507621498784804,0.14762901402225512,0.09445797301990956,-72.30546542978999,15635.148128412278,3.987730884879725,305,82.09738606246427,3.0,early,200,0.01,0.03,0.0,0.0,decay,5,0.02,Neither
B-decay early SMA200 e1% N5 d2% SL1.0% 1x,B-decay,1,5.706478159303963,4.1166765272669315,0.09024868420406311,0.04413494553541608,0.17147074290947387,-33.2796024702397,6965.735657333748,3.987730884879725,305,87.53312893000052,1.0,early,200,0.01,0.03,0.01,0.0,decay,5,0.02,Neither
B-decay early SMA200 e1% N5 d2% SL1.0% 2x,B-decay,2,5.443936498296642,8.20591869540868,0.09584810186070414,0.046960446222868664,0.08195202976185775,-66.42833025754254,5759.226780546748,3.987730884879725,305,87.53312893000052,2.0,early,200,0.01,0.03,0.01,0.0,decay,5,0.02,Neither
B-decay early SMA200 e1% N5 d2% SL1.0% 3x,B-decay,3,4.95202270414099,12.299438575797021,0.09100248239606346,0.044507706159718066,0.05860437236159965,-84.4992021002479,4027.535861582551,3.987730884879725,305,87.53312893000052,3.0,early,200,0.01,0.03,0.01,0.0,decay,5,0.02,Neither
B-decay early SMA200 e1% N5 d2% SL2.0% 1x,B-decay,1,6.250534358486548,4.86742735948764,0.2236320805390852,0.13001225373704364,0.27784263240881013,-22.496671242625148,10315.514161139008,3.987730884879725,305,82.7261861456114,1.0,early,200,0.01,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay early SMA200 e1% N5 d2% SL2.0% 2x,B-decay,2,6.472801964661401,9.709536761593688,0.2282173760597732,0.13223465895757128,0.13771012110488112,-47.00309543502372,12103.340951958813,3.987730884879725,305,82.7261861456114,2.0,early,200,0.01,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay early SMA200 e1% N5 d2% SL2.0% 3x,B-decay,3,6.373842206796088,14.543167873620044,0.2226631773980006,0.1294785774206151,0.08833106564882011,-72.15855667514215,11272.440533441732,3.987730884879725,305,82.7261861456114,3.0,early,200,0.01,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay early SMA200 e1% N10 d1% 1x,B-decay,1,5.680323548909372,3.398132749903314,0.12914490470008239,0.050788710316232874,0.1792194375730692,-31.69479619973396,6835.137220673595,5.112140249140893,391,92.33487501948761,1.0,early,200,0.01,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay early SMA200 e1% N10 d1% 2x,B-decay,2,5.445898200996835,6.7721573703427325,0.1386069947884999,0.05447275139140968,0.08583353404872261,-63.44720931454974,5767.427552536235,5.112140249140893,391,92.33487501948761,2.0,early,200,0.01,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay early SMA200 e1% N10 d1% 3x,B-decay,3,5.011798046938498,10.155929274067867,0.13210686950070671,0.0518825604526368,0.060947745823202185,-82.23106497616452,4206.807656831612,5.112140249140893,391,92.33487501948761,3.0,early,200,0.01,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay early SMA200 e1% N10 d1% SL1.0% 1x,B-decay,1,5.700727572547759,3.3758745534910726,0.13700033144247825,0.053464646283614116,0.18650901273651457,-30.56542677967688,6936.8115394515735,5.112140249140893,391,92.43880891752845,1.0,early,200,0.01,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay early SMA200 e1% N10 d1% SL1.0% 2x,B-decay,2,5.48822956526358,6.727563560945188,0.14655758578297515,0.05715884667073057,0.08824043368280261,-62.19631223699656,5947.225505587349,5.112140249140893,391,92.43880891752845,2.0,early,200,0.01,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay early SMA200 e1% N10 d1% SL1.0% 3x,B-decay,3,5.076316538876946,10.089064463611962,0.1399920051185822,0.05456138521789264,0.06244612191515757,-81.29114159841477,4409.14697403819,5.112140249140893,391,92.43880891752845,3.0,early,200,0.01,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay early SMA200 e1% N10 d1% SL2.0% 1x,B-decay,1,5.680323548909372,3.398132749903314,0.12914490470008239,0.050788710316232874,0.1792194375730692,-31.69479619973396,6835.137220673595,5.112140249140893,391,92.33487501948761,1.0,early,200,0.01,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay early SMA200 e1% N10 d1% SL2.0% 2x,B-decay,2,5.445898200996835,6.7721573703427325,0.1386069947884999,0.05447275139140968,0.08583353404872261,-63.44720931454974,5767.427552536235,5.112140249140893,391,92.33487501948761,2.0,early,200,0.01,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay early SMA200 e1% N10 d1% SL2.0% 3x,B-decay,3,5.011798046938498,10.155929274067867,0.13210686950070671,0.0518825604526368,0.060947745823202185,-82.23106497616452,4206.807656831612,5.112140249140893,391,92.33487501948761,3.0,early,200,0.01,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay early SMA200 e1% N10 d2% 1x,B-decay,1,6.48772411163856,4.673608580055541,0.268469886466281,0.15031446972971646,0.2888344749069601,-22.461737345337315,12233.76901570235,4.092327104810996,313,84.14488385386893,1.0,early,200,0.01,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay early SMA200 e1% N10 d2% 2x,B-decay,2,6.955773291236111,9.309588552010938,0.27311300729159316,0.15284659082404015,0.1462078071282512,-47.57456819754239,17109.585192866132,4.092327104810996,313,84.14488385386893,2.0,early,200,0.01,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay early SMA200 e1% N10 d2% 3x,B-decay,3,7.109039771019687,13.957822866294226,0.2669277362910231,0.14957183776093327,0.09771874170759177,-72.75001342416371,19089.949714989045,4.092327104810996,313,84.14488385386893,3.0,early,200,0.01,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay early SMA200 e1% N10 d2% SL1.0% 1x,B-decay,1,5.791810063678615,3.9823993898861896,0.11392575674465245,0.05331736568051684,0.17365484051758348,-33.352425111882575,7409.187338324806,4.092327104810996,313,88.55687782570286,1.0,early,200,0.01,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay early SMA200 e1% N10 d2% SL1.0% 2x,B-decay,2,5.620859262270694,7.93783292174228,0.11983044174619772,0.05622590958758126,0.08451082247918454,-66.5105260767654,6547.138079592443,4.092327104810996,313,88.55687782570286,2.0,early,200,0.01,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay early SMA200 e1% N10 d2% SL1.0% 3x,B-decay,3,5.230089481240152,11.895034531751952,0.11533695193269292,0.05401140918418418,0.06184538741811402,-84.56717145098361,4930.942188696521,4.092327104810996,313,88.55687782570286,3.0,early,200,0.01,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay early SMA200 e1% N10 d2% SL2.0% 1x,B-decay,1,6.314250687651435,4.6348040560248895,0.2338361286238611,0.12916741299910942,0.2820579293624145,-22.386361205744702,10799.518341769746,4.092327104810996,313,84.768487242114,1.0,early,200,0.01,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay early SMA200 e1% N10 d2% SL2.0% 2x,B-decay,2,6.608418838154817,9.230721124949962,0.2384718912698762,0.13164322535655573,0.1385938659874965,-47.68189985227057,13340.969864766248,4.092327104810996,313,84.768487242114,2.0,early,200,0.01,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay early SMA200 e1% N10 d2% SL2.0% 3x,B-decay,3,6.6063689171112605,13.841649302919363,0.23325035890176163,0.12890948401263458,0.09096877053966052,-72.62238324119176,13321.363734288758,4.092327104810996,313,84.768487242114,3.0,early,200,0.01,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay early SMA200 e1% N20 d1% 1x,B-decay,1,5.680323548909372,3.398132749903314,0.12914490470008239,0.050788710316232874,0.1792194375730692,-31.69479619973396,6835.137220673595,5.112140249140893,391,92.33487501948761,1.0,early,200,0.01,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay early SMA200 e1% N20 d1% 2x,B-decay,2,5.445898200996835,6.7721573703427325,0.1386069947884999,0.05447275139140968,0.08583353404872261,-63.44720931454974,5767.427552536235,5.112140249140893,391,92.33487501948761,2.0,early,200,0.01,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay early SMA200 e1% N20 d1% 3x,B-decay,3,5.011798046938498,10.155929274067867,0.13210686950070671,0.0518825604526368,0.060947745823202185,-82.23106497616452,4206.807656831612,5.112140249140893,391,92.33487501948761,3.0,early,200,0.01,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay early SMA200 e1% N20 d1% SL1.0% 1x,B-decay,1,5.700727572547759,3.3758745534910726,0.13700033144247825,0.053464646283614116,0.18650901273651457,-30.56542677967688,6936.8115394515735,5.112140249140893,391,92.43880891752845,1.0,early,200,0.01,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay early SMA200 e1% N20 d1% SL1.0% 2x,B-decay,2,5.48822956526358,6.727563560945188,0.14655758578297515,0.05715884667073057,0.08824043368280261,-62.19631223699656,5947.225505587349,5.112140249140893,391,92.43880891752845,2.0,early,200,0.01,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay early SMA200 e1% N20 d1% SL1.0% 3x,B-decay,3,5.076316538876946,10.089064463611962,0.1399920051185822,0.05456138521789264,0.06244612191515757,-81.29114159841477,4409.14697403819,5.112140249140893,391,92.43880891752845,3.0,early,200,0.01,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay early SMA200 e1% N20 d1% SL2.0% 1x,B-decay,1,5.680323548909372,3.398132749903314,0.12914490470008239,0.050788710316232874,0.1792194375730692,-31.69479619973396,6835.137220673595,5.112140249140893,391,92.33487501948761,1.0,early,200,0.01,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay early SMA200 e1% N20 d1% SL2.0% 2x,B-decay,2,5.445898200996835,6.7721573703427325,0.1386069947884999,0.05447275139140968,0.08583353404872261,-63.44720931454974,5767.427552536235,5.112140249140893,391,92.33487501948761,2.0,early,200,0.01,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay early SMA200 e1% N20 d1% SL2.0% 3x,B-decay,3,5.011798046938498,10.155929274067867,0.13210686950070671,0.0518825604526368,0.060947745823202185,-82.23106497616452,4206.807656831612,5.112140249140893,391,92.33487501948761,3.0,early,200,0.01,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay early SMA200 e1% N20 d2% 1x,B-decay,1,6.410623326386977,4.632782539967803,0.24614558753161453,0.135689708407227,0.28631397412816867,-22.39018666800125,11574.478380173887,4.092327104810996,313,84.71132359819154,1.0,early,200,0.01,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay early SMA200 e1% N20 d2% 2x,B-decay,2,6.801075312375393,9.22755478907214,0.2514688653577421,0.13855395056797082,0.14087877038489843,-48.276083712215865,15316.542883011432,4.092327104810996,313,84.71132359819154,2.0,early,200,0.01,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay early SMA200 e1% N20 d2% 3x,B-decay,3,6.874479868064465,13.834653035337634,0.24536016430661625,0.13536054283846774,0.09383163238218824,-73.26399097549353,16142.949865098732,4.092327104810996,313,84.71132359819154,3.0,early,200,0.01,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay early SMA200 e1% N20 d2% SL1.0% 1x,B-decay,1,5.729707011651497,3.9481039509325986,0.08885768189516835,0.040801444088964946,0.17209297803712767,-33.29425219438854,7083.7877826530585,4.092327104810996,313,89.0557605362989,1.0,early,200,0.01,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay early SMA200 e1% N20 d2% SL1.0% 2x,B-decay,2,5.5000135588800125,7.868949631335578,0.09547242694576369,0.043950747325612945,0.08277298777461092,-66.44696182595743,5998.253578942004,4.092327104810996,313,89.0557605362989,2.0,early,200,0.01,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay early SMA200 e1% N20 d2% SL1.0% 3x,B-decay,3,5.052693673400266,11.79153738292142,0.09104053206796012,0.04182697003404719,0.059782797802228095,-84.51751773336966,4333.971492023966,4.092327104810996,313,89.0557605362989,3.0,early,200,0.01,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay early SMA200 e1% N20 d2% SL2.0% 1x,B-decay,1,6.237603560883542,4.5936162609504185,0.21103209272463108,0.11473296529561942,0.27964611515096166,-22.30534673265992,10219.934457386958,4.092327104810996,313,85.33492698643663,1.0,early,200,0.01,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay early SMA200 e1% N20 d2% SL2.0% 2x,B-decay,2,6.455175456641471,9.147947264111018,0.2163480477159508,0.11753905005941238,0.13349316335554703,-48.3558505498045,11951.042329219374,4.092327104810996,313,85.33492698643663,2.0,early,200,0.01,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay early SMA200 e1% N20 d2% SL2.0% 3x,B-decay,3,6.374711616338935,13.717388736586864,0.2112145688920409,0.11488515819042691,0.08719054320973312,-73.11242001331314,11279.489338207035,4.092327104810996,313,85.33492698643663,3.0,early,200,0.01,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay early SMA200 e2% N5 d1% 1x,B-decay,1,5.467233820202999,3.3738541012494303,0.059246708110006645,0.021487410383736028,0.2006201530155569,-27.25166808032016,5857.367424679481,4.876798754295533,373,92.8493478147898,1.0,early,200,0.02,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay early SMA200 e2% N5 d1% 2x,B-decay,2,5.015273331273673,6.720731919594041,0.06687269448920352,0.024280517783415466,0.09612316562492787,-52.17549067040973,4217.469234245336,4.876798754295533,373,92.8493478147898,2.0,early,200,0.02,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay early SMA200 e2% N5 d1% 3x,B-decay,3,4.424796046471369,10.083113057639617,0.06395055612663292,0.02320604954401684,0.061397089958016245,-72.06849786361332,2740.0219153996654,4.876798754295533,373,92.8493478147898,3.0,early,200,0.02,0.03,0.0,0.0,decay,5,0.01,Neither
