Strategy,Variant,Leverage,CAGR_pct,Vol_pct,Sharpe,Sortino,Calmar,MaxDD_pct,End_Value,Trades_Per_Year,Total_Trades,Pct_Cash_Time,Avg_Leverage,Direction,SMA,UpBand,LoBand,Stop,Trail,Bmode,N,Param,Class
B-decay conv SMA100 e1% N5 d2% SL2.0% 1x,B-decay,1,5.845308416067496,9.337045637574086,0.29542509522967575,0.30321056430511,0.11395957562594355,-51.29282365225637,7701.297636600836,19.193406357388316,1468,40.06651769474614,1.0,conv,100,0.01,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay conv SMA100 e1% N5 d2% SL2.0% 2x,B-decay,2,5.312201292210772,18.610052194142497,0.3064957089297689,0.31424097084051933,0.06430387253994636,-82.61090790310904,5234.0654277450185,19.193406357388316,1468,40.06651769474614,2.0,conv,100,0.01,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay conv SMA100 e1% N5 d2% SL2.0% 3x,B-decay,3,3.7624693932728936,27.933478751567257,0.2964695243207618,0.3041154885773303,0.03874009339485071,-97.12081369873509,1684.2296808675458,19.193406357388316,1468,40.06651769474614,3.0,conv,100,0.01,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay conv SMA100 e1% N10 d1% 1x,B-decay,1,4.659160207769553,8.737002976713228,0.40638557424585997,0.39442204246052764,0.06704278097569938,-69.49533029452243,3252.5216765846367,40.92327104810996,3130,45.6269812399314,1.0,conv,100,0.01,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e1% N10 d1% 2x,B-decay,2,3.2602772309404005,17.408490296530278,0.4288020684866666,0.41629379056680765,0.03538275547635819,-92.14311285391072,1162.110278010529,40.92327104810996,3130,45.6269812399314,2.0,conv,100,0.01,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e1% N10 d1% 3x,B-decay,3,1.3157090817623285,26.127256434962494,0.41599357680600013,0.4035609313929303,0.01333752982976604,-98.64713320647981,271.4890809872311,40.92327104810996,3130,45.6269812399314,3.0,conv,100,0.01,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e1% N10 d1% SL1.0% 1x,B-decay,1,4.68873746101699,8.734837892117433,0.4101372026810657,0.3979862790550175,0.0674398277596138,-69.52475438890178,3323.57998276981,40.92327104810996,3130,45.63737462973549,1.0,conv,100,0.01,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e1% N10 d1% SL1.0% 2x,B-decay,2,3.3132865601562145,17.403953568117235,0.43258569690649934,0.4198939758027982,0.03594472716882323,-92.1772627343797,1208.634663511432,40.92327104810996,3130,45.63737462973549,2.0,conv,100,0.01,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e1% N10 d1% SL1.0% 3x,B-decay,3,1.3589436700755408,26.120371615617927,0.4197742398249874,0.4071600415941516,0.013771712254772533,-98.67644958996324,280.4942806628333,40.92327104810996,3130,45.63737462973549,3.0,conv,100,0.01,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e1% N10 d1% SL2.0% 1x,B-decay,1,4.659160207769553,8.737002976713228,0.40638557424585997,0.39442204246052764,0.06704278097569938,-69.49533029452243,3252.5216765846367,40.92327104810996,3130,45.6269812399314,1.0,conv,100,0.01,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e1% N10 d1% SL2.0% 2x,B-decay,2,3.2602772309404005,17.408490296530278,0.4288020684866666,0.41629379056680765,0.03538275547635819,-92.14311285391072,1162.110278010529,40.92327104810996,3130,45.6269812399314,2.0,conv,100,0.01,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e1% N10 d1% SL2.0% 3x,B-decay,3,1.3157090817623285,26.127256434962494,0.41599357680600013,0.4035609313929303,0.01333752982976604,-98.64713320647981,271.4890809872311,40.92327104810996,3130,45.6269812399314,3.0,conv,100,0.01,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e1% N10 d2% 1x,B-decay,1,5.879633992440247,9.34118587641475,0.33039989659160535,0.3399331933532255,0.12321766067388698,-47.717461606429396,7894.676978426955,22.122100515463917,1692,39.68715896689705,1.0,conv,100,0.01,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay conv SMA100 e1% N10 d2% 2x,B-decay,2,5.374281219061694,18.616795132235694,0.34137158155788877,0.35091527544274737,0.06691963315122354,-80.3094841676285,5475.3791192236995,22.122100515463917,1692,39.68715896689705,2.0,conv,100,0.01,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay conv SMA100 e1% N10 d2% 3x,B-decay,3,3.82920347827036,27.945321865389328,0.33211582774148,0.3415009710281606,0.039615258912692,-96.65981198581927,1769.1213387774164,22.122100515463917,1692,39.68715896689705,3.0,conv,100,0.01,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay conv SMA100 e1% N10 d2% SL1.0% 1x,B-decay,1,5.969614351484798,8.71499380202032,0.3533193823821335,0.33688588692411137,0.1133106061618703,-52.6836326597431,8424.63809656828,22.122100515463917,1692,47.80959309878917,1.0,conv,100,0.01,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay conv SMA100 e1% N10 d2% SL1.0% 2x,B-decay,2,5.610687459584773,17.36915350653424,0.3638750626573238,0.34682046556768104,0.06719311138065806,-83.50093252564939,6499.087782757203,22.122100515463917,1692,47.80959309878917,2.0,conv,100,0.01,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay conv SMA100 e1% N10 d2% SL1.0% 3x,B-decay,3,4.270745517569452,26.065644232834277,0.3546065307835879,0.33813440135107925,0.04410927931925855,-96.82192916048851,2447.4588451630316,22.122100515463917,1692,47.80959309878917,3.0,conv,100,0.01,0.03,0.01,0.0,decay,10,0.02,Neither
B-decay conv SMA100 e1% N10 d2% SL2.0% 1x,B-decay,1,5.77599470766228,9.317514418059467,0.3167291342998267,0.325015618118972,0.11876412017250491,-48.63417250321601,7324.946386358598,22.122100515463917,1692,39.98337057631346,1.0,conv,100,0.01,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay conv SMA100 e1% N10 d2% SL2.0% 2x,B-decay,2,5.160120455773787,18.569012049129064,0.32802289402211815,0.3363060362859914,0.06381596817165242,-80.85939308942359,4686.365987788838,22.122100515463917,1692,39.98337057631346,2.0,conv,100,0.01,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay conv SMA100 e1% N10 d2% SL2.0% 3x,B-decay,3,3.5378457187464685,27.873259214771025,0.31875066417578596,0.3269183840413017,0.03657372729596161,-96.73188871666109,1426.9737365978015,22.122100515463917,1692,39.98337057631346,3.0,conv,100,0.01,0.03,0.02,0.0,decay,10,0.02,Neither
B-decay conv SMA100 e1% N20 d1% 1x,B-decay,1,4.68523193569621,8.73800793626048,0.40920628849540397,0.39718365983804027,0.06741073924045278,-69.50275265464869,3315.0786988176023,40.92327104810996,3130,45.6269812399314,1.0,conv,100,0.01,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay conv SMA100 e1% N20 d1% 2x,B-decay,2,3.306279666393852,17.410394794238467,0.4315462000626574,0.41897902350389793,0.03587878791442036,-92.15137574547205,1202.3811058025424,40.92327104810996,3130,45.6269812399314,2.0,conv,100,0.01,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay conv SMA100 e1% N20 d1% 3x,B-decay,3,1.3619729488179022,26.13010217258412,0.41870043645187793,0.40620824207964223,0.013805547072506297,-98.65403679150585,281.13617735329854,40.92327104810996,3130,45.6269812399314,3.0,conv,100,0.01,0.03,0.0,0.0,decay,20,0.01,Neither
B-decay conv SMA100 e1% N20 d1% SL1.0% 1x,B-decay,1,4.714841805089409,8.7358427377549,0.41295818981671534,0.40074778017727136,0.06780822386782986,-69.53200564992625,3387.5661682694954,40.92327104810996,3130,45.63737462973549,1.0,conv,100,0.01,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay conv SMA100 e1% N20 d1% SL1.0% 2x,B-decay,2,3.3595259234423525,17.40585785421977,0.43533013502218104,0.4225791563541441,0.0364432474157068,-92.18514160168995,1250.7151171901028,40.92327104810996,3130,45.63737462973549,2.0,conv,100,0.01,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay conv SMA100 e1% N20 d1% SL1.0% 3x,B-decay,3,1.4061283356393561,26.123217055684872,0.4224814058334346,0.4098073321341443,0.014248960020485792,-98.68287465315078,290.6588372116836,40.92327104810996,3130,45.63737462973549,3.0,conv,100,0.01,0.03,0.01,0.0,decay,20,0.01,Neither
B-decay conv SMA100 e1% N20 d1% SL2.0% 1x,B-decay,1,4.68523193569621,8.73800793626048,0.40920628849540397,0.39718365983804027,0.06741073924045278,-69.50275265464869,3315.0786988176023,40.92327104810996,3130,45.6269812399314,1.0,conv,100,0.01,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay conv SMA100 e1% N20 d1% SL2.0% 2x,B-decay,2,3.306279666393852,17.410394794238467,0.4315462000626574,0.41897902350389793,0.03587878791442036,-92.15137574547205,1202.3811058025424,40.92327104810996,3130,45.6269812399314,2.0,conv,100,0.01,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay conv SMA100 e1% N20 d1% SL2.0% 3x,B-decay,3,1.3619729488179022,26.13010217258412,0.41870043645187793,0.40620824207964223,0.013805547072506297,-98.65403679150585,281.13617735329854,40.92327104810996,3130,45.6269812399314,3.0,conv,100,0.01,0.03,0.02,0.0,decay,20,0.01,Neither
B-decay conv SMA100 e1% N20 d2% 1x,B-decay,1,5.862555061382668,9.330440340826629,0.3317645539843427,0.3405721479503879,0.12243771128285784,-47.88193931393316,7797.868106237204,22.645081615120272,1732,39.962583796705296,1.0,conv,100,0.01,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay conv SMA100 e1% N20 d2% 2x,B-decay,2,5.340553401442105,18.594445428137686,0.34357621998601057,0.3523949453050085,0.06643567521357391,-80.38683108546087,5342.943332406674,22.645081615120272,1732,39.962583796705296,2.0,conv,100,0.01,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay conv SMA100 e1% N20 d2% 3x,B-decay,3,3.7758659887669133,27.91234124818035,0.3342899786063116,0.34297297603425425,0.03910189545950961,-96.56478143564317,1700.9424085203082,22.645081615120272,1732,39.962583796705296,3.0,conv,100,0.01,0.03,0.0,0.0,decay,20,0.02,Neither
B-decay conv SMA100 e1% N20 d2% SL1.0% 1x,B-decay,1,5.890651282679316,8.707566192647533,0.3480930384994036,0.33149568920016564,0.11140974256948635,-52.873753648656994,7957.754899340472,22.645081615120272,1732,48.00187081016474,1.0,conv,100,0.01,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay conv SMA100 e1% N20 d2% SL1.0% 2x,B-decay,2,5.45270165714451,17.35384707262995,0.3592852315322803,0.34203720563182693,0.06498404902639686,-83.9083088671436,5795.958357793932,22.645081615120272,1732,48.00187081016474,2.0,conv,100,0.01,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay conv SMA100 e1% N20 d2% SL1.0% 3x,B-decay,3,4.041850565469329,26.042769281299083,0.3501543168648371,0.3335072378462796,0.04170586568185968,-96.91323988575942,2068.796153367252,22.645081615120272,1732,48.00187081016474,3.0,conv,100,0.01,0.03,0.01,0.0,decay,20,0.02,Neither
B-decay conv SMA100 e1% N20 d2% SL2.0% 1x,B-decay,1,5.736261213378113,9.307804283320612,0.31525978639355995,0.32288858122029074,0.11762229967402786,-48.76848377625059,7117.4527957405135,22.645081615120272,1732,40.23800862651354,1.0,conv,100,0.01,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay conv SMA100 e1% N20 d2% SL2.0% 2x,B-decay,2,5.083070950661894,18.548786927993106,0.3273695092361515,0.33499831110589,0.06283402324102755,-80.89679266857604,4430.87725382482,22.645081615120272,1732,40.23800862651354,2.0,conv,100,0.01,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay conv SMA100 e1% N20 d2% SL2.0% 3x,B-decay,3,3.4325082840069854,27.843480887628175,0.3180677160719228,0.3255995608533581,0.035530428709003206,-96.60756733670392,1320.093208845614,22.645081615120272,1732,40.23800862651354,3.0,conv,100,0.01,0.03,0.02,0.0,decay,20,0.02,Neither
B-decay conv SMA100 e2% N5 d1% 1x,B-decay,1,5.06778337715772,8.12371218384228,0.41126692242059754,0.3749643042257569,0.08361007275099046,-60.61211538770831,4381.8444227479895,35.32737328178694,2702,52.29434079925167,1.0,conv,100,0.02,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay conv SMA100 e2% N5 d1% 2x,B-decay,2,4.04117797285426,16.183459591286322,0.43147214364780995,0.3934196005386837,0.04611488530766352,-87.63283147931159,2067.773496911708,35.32737328178694,2702,52.29434079925167,2.0,conv,100,0.02,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay conv SMA100 e2% N5 d1% 3x,B-decay,3,2.274526209988359,24.290979920501083,0.4219553261972022,0.3843750644994427,0.023359823211138112,-97.3691534148191,557.9907523977245,35.32737328178694,2702,52.29434079925167,3.0,conv,100,0.02,0.03,0.0,0.0,decay,5,0.01,Neither
B-decay conv SMA100 e2% N5 d1% SL1.0% 1x,B-decay,1,5.045004606953429,8.11505371195487,0.40885324283511104,0.3722316348288523,0.08221012312619806,-61.36719439294609,4309.776400217581,35.32737328178694,2702,52.382684612586395,1.0,conv,100,0.02,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay conv SMA100 e2% N5 d1% SL1.0% 2x,B-decay,2,4.000433352917221,16.16788314907554,0.4291244084465986,0.3907211036729933,0.045418597538627356,-88.07919155836889,2006.7442794650688,35.32737328178694,2702,52.382684612586395,2.0,conv,100,0.02,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay conv SMA100 e2% N5 d1% SL1.0% 3x,B-decay,3,2.2282634825593783,24.272719043991025,0.41964645200144346,0.38166509413389027,0.022859132736852174,-97.47804119301082,539.0118830306966,35.32737328178694,2702,52.382684612586395,3.0,conv,100,0.02,0.03,0.01,0.0,decay,5,0.01,Neither
B-decay conv SMA100 e2% N5 d1% SL2.0% 1x,B-decay,1,5.06778337715772,8.12371218384228,0.41126692242059754,0.3749643042257569,0.08361007275099046,-60.61211538770831,4381.8444227479895,35.32737328178694,2702,52.29434079925167,1.0,conv,100,0.02,0.03,0.02,0.0,decay,5,0.01,Neither
B-decay conv SMA100 e2% N5 d1% SL2.0% 2x,B-decay,2,4.04117797285426,16.183459591286322,0.43147214364780995,0.3934196005386837,0.04611488530766352,-87.63283147931159,2067.773496911708,35.32737328178694,2702,52.29434079925167,2.0,conv,100,0.02,0.03,0.02,0.0,decay,5,0.01,Neither
B-decay conv SMA100 e2% N5 d1% SL2.0% 3x,B-decay,3,2.274526209988359,24.290979920501083,0.4219553261972022,0.3843750644994427,0.023359823211138112,-97.3691534148191,557.9907523977245,35.32737328178694,2702,52.29434079925167,3.0,conv,100,0.02,0.03,0.02,0.0,decay,5,0.01,Neither
B-decay conv SMA100 e2% N5 d2% 1x,B-decay,1,5.941261046446122,8.848078771705593,0.297063286674037,0.2923716102751714,0.12302103815924816,-48.29467492182341,8253.96348659437,17.31067439862543,1324,45.00857454658837,1.0,conv,100,0.02,0.03,0.0,0.0,decay,5,0.02,Neither
B-decay conv SMA100 e2% N5 d2% 2x,B-decay,2,5.558489212547579,17.633154100778015,0.3071687959684237,0.30191674333306945,0.06929709195322611,-80.21244551357836,6257.9324323566,17.31067439862543,1324,45.00857454658837,2.0,conv,100,0.02,0.03,0.0,0.0,decay,5,0.02,Neither
B-decay conv SMA100 e2% N5 d2% 3x,B-decay,3,4.224097364498491,26.46648642902448,0.2990363070974353,0.2939493431535764,0.043936385834390815,-96.14121153297313,2365.1118281580034,17.31067439862543,1324,45.00857454658837,3.0,conv,100,0.02,0.03,0.0,0.0,decay,5,0.02,Neither
B-decay conv SMA100 e2% N5 d2% SL1.0% 1x,B-decay,1,6.175726586500052,8.09503015726615,0.3397912873699934,0.30391202553460867,0.1565504133560387,-39.44880408878098,9774.525310566874,17.31067439862543,1324,54.18074104869303,1.0,conv,100,0.02,0.03,0.01,0.0,decay,5,0.02,Neither
B-decay conv SMA100 e2% N5 d2% SL1.0% 2x,B-decay,2,6.116454277503802,16.128068823535607,0.3505378963486644,0.3132073869563364,0.08369908806962474,-73.07671348122521,9365.85193908197,17.31067439862543,1324,54.18074104869303,2.0,conv,100,0.02,0.03,0.01,0.0,decay,5,0.02,Neither
B-decay conv SMA100 e2% N5 d2% SL1.0% 3x,B-decay,3,5.20594118521005,24.20886803843823,0.3427907003504189,0.3063287678818868,0.05651011398524294,-92.12406095251428,4845.140839127718,17.31067439862543,1324,54.18074104869303,3.0,conv,100,0.02,0.03,0.01,0.0,decay,5,0.02,Neither
B-decay conv SMA100 e2% N5 d2% SL2.0% 1x,B-decay,1,5.894603197002635,8.724970253437602,0.2974762578878742,0.2879668968622997,0.1193490451364156,-49.38961338371096,7980.502014545682,17.31067439862543,1324,46.94694174505015,1.0,conv,100,0.02,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay conv SMA100 e2% N5 d2% SL2.0% 2x,B-decay,2,5.483120778221506,17.388142269216374,0.30686315033807077,0.2966862774824663,0.06769817036458682,-80.99363319115265,5925.236347540314,17.31067439862543,1324,46.94694174505015,2.0,conv,100,0.02,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay conv SMA100 e2% N5 d2% SL2.0% 3x,B-decay,3,4.1480023804275845,26.099739064938337,0.29869696502620435,0.2888175105530499,0.043302404785480246,-95.7915016724072,2236.6132766594797,17.31067439862543,1324,46.94694174505015,3.0,conv,100,0.02,0.03,0.02,0.0,decay,5,0.02,Neither
B-decay conv SMA100 e2% N10 d1% 1x,B-decay,1,4.929167439953197,8.114689137450389,0.4053856353012376,0.36800460053141526,0.08004495601819167,-61.579988111092895,3961.0018097855545,36.11184493127148,2762,52.564568934157876,1.0,conv,100,0.02,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e2% N10 d1% 2x,B-decay,2,3.791006740924807,16.165396745329012,0.42625424379648424,0.38696364950221296,0.042992165027229565,-88.17901444423028,1720.0281146545879,36.11184493127148,2762,52.564568934157876,2.0,conv,100,0.02,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e2% N10 d1% 3x,B-decay,3,1.967004965346697,24.2641205295896,0.41681231267632574,0.3780315431659644,0.020119420147536725,-97.76648387093417,443.19967779517805,36.11184493127148,2762,52.564568934157876,3.0,conv,100,0.02,0.03,0.0,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e2% N10 d1% SL1.0% 1x,B-decay,1,4.937437341260975,8.112891351441556,0.406498312394827,0.36878771223596485,0.08037370489862715,-61.43100342939785,3984.9501604364204,36.11184493127148,2762,52.59055240866809,1.0,conv,100,0.02,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e2% N10 d1% SL1.0% 2x,B-decay,2,3.807027491436088,16.161781892343154,0.42740015413493293,0.3877646936059465,0.043217266984382365,-88.09042674567672,1740.453256958981,36.11184493127148,2762,52.59055240866809,2.0,conv,100,0.02,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e2% N10 d1% SL1.0% 3x,B-decay,3,1.9853119968231692,24.258700284986467,0.41796427832794136,0.3788431026193324,0.020314801242863643,-97.72736504230316,449.32709870738785,36.11184493127148,2762,52.59055240866809,3.0,conv,100,0.02,0.03,0.01,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e2% N10 d1% SL2.0% 1x,B-decay,1,4.929167439953197,8.114689137450389,0.4053856353012376,0.36800460053141526,0.08004495601819167,-61.579988111092895,3961.0018097855545,36.11184493127148,2762,52.564568934157876,1.0,conv,100,0.02,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e2% N10 d1% SL2.0% 2x,B-decay,2,3.791006740924807,16.165396745329012,0.42625424379648424,0.38696364950221296,0.042992165027229565,-88.17901444423028,1720.0281146545879,36.11184493127148,2762,52.564568934157876,2.0,conv,100,0.02,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e2% N10 d1% SL2.0% 3x,B-decay,3,1.967004965346697,24.2641205295896,0.41681231267632574,0.3780315431659644,0.020119420147536725,-97.76648387093417,443.19967779517805,36.11184493127148,2762,52.564568934157876,3.0,conv,100,0.02,0.03,0.02,0.0,decay,10,0.01,Neither
B-decay conv SMA100 e2% N10 d2% 1x,B-decay,1,5.864106205573405,8.710169784217687,0.3219981802167931,0.3098766391096403,0.12425054007123125,-47.19582065568156,7806.611899377914,19.8994308419244,1522,47.08725250740529,1.0,conv,100,0.02,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay conv SMA100 e2% N10 d2% 2x,B-decay,2,5.4278255418085175,17.354692312113247,0.3323255487610308,0.31949915702979687,0.06830622612797499,-79.46311558245402,5692.30989480463,19.8994308419244,1522,47.08725250740529,2.0,conv,100,0.02,0.03,0.0,0.0,decay,10,0.02,Neither
B-decay conv SMA100 e2% N10 d2% 3x,B-decay,3,4.0838856035702475,26.04969741278515,0.3250352283794169,0.31249816980371636,0.042445436554503474,-96.21495112498604,2133.709412748878,19.8994308419244,1522,47.08725250740529,3.0,conv,100,0.02,0.03,0.0,0.0,decay,10,0.02,Neither
