strategy,cagr,ann_volatility,sharpe,sortino,max_drawdown,calmar,end_$,rebalances,trading_costs_total,funding_costs_total,win_rate,profit_factor,beta,alpha,pct_days_cash,pct_days_1x,pct_days_2x,pct_days_3x,avg_leverage,total_trades,simulation
SMA200 ±3% Band 1x/cash,0.10637466274981389,0.14457235223707512,0.24045764875825135,0.21570353109466592,-0.23275544339862209,0.4570233082267137,265.0101398044376,20,2.320484493777559,0.0,0.7459309249702263,1.0639857324956103,,,46.42857142857143,53.57142857142857,0.0,0.0,1.0,19,10
SMA200 ±3% Band 1x/cash,0.14896915170533842,0.12640462667339905,0.6895934360722671,0.7214531504517355,-0.15821272981824439,0.9415750039612802,381.5899883850768,13,2.05434401530128,0.0,0.7388712241653418,1.17113598084714,,,42.46031746031746,57.53968253968254,0.0,0.0,1.0,12,11
SMA200 ±3% Band 1x/cash,0.15578134468969962,0.14633757831004263,0.6773992706994456,0.7221627486780933,-0.23834223332895854,0.6536036123933232,403.9930573421173,14,2.522348808010239,0.0,0.6957903097696585,1.1593360874202499,,,31.98412698412698,68.01587301587301,0.0,0.0,1.0,13,12
SMA200 ±3% Band 1x/cash,0.19799641395011247,0.15214414771998133,0.8611501243654541,0.9854049696538983,-0.19478501823484254,1.0164868722675484,571.1283681201592,12,1.523002794285928,0.0,0.6678585617798967,1.1965159145012114,,,26.031746031746035,73.96825396825398,0.0,0.0,1.0,11,13
SMA200 ±3% Band 1x/cash,0.10701827193465241,0.12263287090404408,0.45771492766623184,0.5099609082810006,-0.1597376628756189,0.6699626751017579,266.50171253978476,18,3.6288577134035003,0.0,0.6922160444797458,1.1012144586908976,,,33.13492063492063,66.86507936507937,0.0,0.0,1.0,17,14
SMA200 ±3% Band 1x/cash,0.10293827510222364,0.12998021623614547,0.2970209452795587,0.31974264575325034,-0.17098739391712875,0.6020225979472733,257.17216803585643,18,2.3519923729500243,0.0,0.6751389992057188,1.064505273975927,,,30.0,70.0,0.0,0.0,1.0,17,15
SMA200 ±3% Band 1x/cash,0.1267833656185411,0.1481282420892286,0.5034534935154337,0.4930618276000209,-0.221347447940901,0.572779884285776,316.13567724087943,16,2.6973875857862035,0.0,0.6817640047675805,1.11828263618983,,,31.03174603174603,68.96825396825396,0.0,0.0,1.0,15,16
SMA200 ±3% Band 1x/cash,0.1076787013245406,0.13105110179364585,0.38241540795942425,0.36112534416507386,-0.2344821352116662,0.4592192118488661,268.04008486943786,20,3.212869579536065,0.0,0.7501988862370724,1.0986038860344958,,,46.86507936507937,53.13492063492063,0.0,0.0,1.0,19,17
SMA200 ±3% Band 1x/cash,0.19389633516217675,0.14648202271032348,0.9960971964789234,1.0662400772156142,-0.2612771973700416,0.7421096716969345,552.5409643202569,14,4.902749508316942,0.0,0.6883684001587932,1.238813107757009,,,29.642857142857142,70.35714285714286,0.0,0.0,1.0,13,18
SMA200 ±3% Band 1x/cash,0.027568840037719422,0.13253030785351977,-0.30022267227307675,-0.21670661994596993,-0.2532345613301323,0.10886681459636535,129.88285913147456,26,3.052724058838196,0.0,0.8038125496425734,0.9142104769728756,,,59.04761904761905,40.95238095238095,0.0,0.0,1.0,25,19
SMA200 ±3% Band 1x/cash,0.11410809545483391,0.13763549048515394,0.3722947952043864,0.40511501448885195,-0.22542749017619865,0.5061853608255352,283.4376798722952,20,2.714443056825577,0.0,0.6981731532962668,1.082747544257642,,,34.12698412698413,65.87301587301587,0.0,0.0,1.0,19,20
SMA200 ±3% Band 1x/cash,0.12141123756789596,0.1176410351590696,0.4784262036384582,0.5007022147519609,-0.14382271564457125,0.8441728903794257,301.8858755645447,14,2.016204559103439,0.0,0.7573471008737093,1.1215071655997506,,,49.642857142857146,50.357142857142854,0.0,0.0,1.0,13,21
SMA200 ±3% Band 1x/cash,0.1348803966969534,0.14486824241481577,0.5611102489163879,0.5396363316076765,-0.20939094080682488,0.644155836815253,338.7541883916023,15,2.8023113418882364,0.0,0.7292576419213974,1.1449454111854338,,,40.23809523809524,59.76190476190476,0.0,0.0,1.0,14,22
SMA200 ±3% Band 1x/cash,0.10019658326644798,0.13537374263740634,0.28265575096527945,0.29780654919546995,-0.28764374144297855,0.34833569735884756,251.06844021439875,24,3.3967261963090083,0.0,0.6891623660182612,1.0633783394071952,,,33.33333333333333,66.66666666666666,0.0,0.0,1.0,23,23
SMA200 ±3% Band 1x/cash,0.11446355024680144,0.1295187366110742,0.45934051567726414,0.45551856246875666,-0.24480955333789037,0.4675616154930722,284.3116225327668,16,2.5864823594245823,0.0,0.7314263011521652,1.1129568659844176,,,43.37301587301587,56.62698412698413,0.0,0.0,1.0,15,24
SMA200 ±3% Band 1x/cash,0.15599923484375622,0.15636681670331973,0.7857801735173483,0.9348908438543709,-0.4094181747107891,0.38102664825261673,404.7286864291849,19,7.625014109416483,0.0,0.6800317586343787,1.187503364584756,,,29.484126984126984,70.51587301587303,0.0,0.0,1.0,18,25
SMA200 ±3% Band 1x/cash,0.0510074736967161,0.13132852763761055,-0.050738743844295275,-0.05371230511159381,-0.2371775370704844,0.2150603059916155,161.4661403107221,24,3.369304860116277,0.0,0.6959110758237396,0.9891644119991463,,,36.11111111111111,63.888888888888886,0.0,0.0,1.0,23,26
SMA200 ±3% Band 1x/cash,0.1448171381119321,0.12393704385190059,0.8183941033416993,0.889847542149505,-0.21805063968748975,0.6641445231230876,368.48799346520553,10,2.6846030804506977,0.0,0.743844320889595,1.2097864558148268,,,44.52380952380952,55.47619047619048,0.0,0.0,1.0,9,27
